id,vanilla_rag_output,correctness,true_answer
260,"The title given to the daughters of the Kings of Spain and Portugal who were not the heir to the throne is ""Infanta of Spain."" They are styled as ""Her Royal Highness.""",False,[]
261,"Friedrich Miescher was the first to identify and isolate nucleic acids, which he initially called ""nuclein,"" in 1869.",False,[]
262,"The international treaties of 1899 and 1907 that cover the use of weapons in war include:

1. **Hague Convention of 1899, Declaration III** - This treaty prohibited the use in ""international warfare"" of bullets that easily expand or flatten in the body.

2. **Hague Convention of 1907, Laws of War: Laws and Customs of War on Land (Hague IV)** - This treaty contains clauses that specify the laws regarding the use of bombardment on land.

3. **Hague Convention of 1907, Laws of War: Bombardment by Naval Forces in Time of War (Hague IX)** - This treaty addresses the laws regarding the use of bombardment by naval forces.

These treaties collectively set forth regulations concerning the conduct of warfare and the use of various types of weapons.",False,[]
263,"Proposed in 1776, 'E pluribus unum' ('One from many') is on the national seal and banknotes of the United States.",False,[]
264,A hurling team comprises 15 players on the field.,False,[]
265,"The famous London building completed in 1951 from a design by Hugh Casson is the Royal Festival Hall, which was part of the Festival of Britain.",False,[]
266,"The 1969 film that marked the directorial debut of Richard Attenborough and is based on a stage musical is ""Oh! What a Lovely War.""",False,[]
267,"Coptic Christians can primarily be found in Egypt, where they make up the largest Christian denomination. Additionally, there are significant populations of Coptic Christians in countries such as the United States, Canada, Australia, Great Britain, Germany, Greece, Italy, Norway, Sweden, and Libya.",False,[]
268,"The ancient civilization that was centered in the north of ancient Canaan, with its heartland along the coastal regions of modern-day Lebanon, Syria, and Israel, is the Phoenician civilization. The term ""Phoenicia"" was applied to this region, which included city-states such as Tyre, Sidon, and Byblos.",False,[]
269,"The first official Ryder Cup golf tournament was held at Worcester Country Club in Worcester, Massachusetts in 1927.",False,[]
270,"An alternative name for members of the Church of Jesus Christ of Latter-day Saints is ""Latter-day Saints."" Additionally, they are sometimes informally referred to as ""Mormons,"" although this term is discouraged by the Church.",False,[]
271,Coco Chanel was famous for popularizing the 'little black dress' in the 1920s.,False,[]
272,David used one of the five stones he had in his sling to kill Goliath.,False,[]
273,"In the King James Version, the eponymous book of the Old Testament that follows 'Esther' and precedes 'Psalms' is the Book of Job.",False,[]
274,"To determine how many different people have won gold medals for the men's singles event in badminton from its debut at the 1992 Summer Olympics to the 2008 Summer Olympics, we can look at the gold medal winners for each of the relevant Olympic Games:

1. **1992 Summer Olympics** - The first gold medal in men's singles was won by **Alan Budikusuma** from Indonesia.
2. **1996 Summer Olympics** - The gold medal was won by **Rudy Hartono**, also from Indonesia.
3. **2000 Summer Olympics** - The gold medal was won by **Taufik Hidayat**, again from Indonesia.
4. **2004 Summer Olympics** - The gold medal was won by **Taufik Hidayat**, who won again, making it his second gold.
5. **2008 Summer Olympics** - The gold medal was won by **Lin Dan** from China.

Now, we can summarize the gold medal winners:
- 1992: Alan Budikusuma (Indonesia)
- 1996: Rudy Hartono (Indonesia)
- 2000: Taufik Hidayat (Indonesia)
- 2004: Taufik Hidayat (Indonesia)
- 2008: Lin Dan (China)

From this list, we see that there are four different individuals who won gold medals in the men's singles event from 1992 to 2008:
1. Alan Budikusuma
2. Rudy Hartono
3. Taufik Hidayat
4. Lin Dan

Therefore, the answer is **4 different people** have won gold medals for the men's singles event in its first 5 Olympiads to 2008.",False,[]
275,"The English TV presenter who became very famous on December 1, 1976, when he interviewed the punk band The Sex Pistols live on TV, prompting much bad language from the band, was Bill Grundy.",False,[]
276,"The TV series about a pop group called 'Little Ladies' featuring Charlotte Cornwell, Julie Covington, and Rula Lenska is ""Rock Follies.""",False,[]
277,A Nychthemeron is a period of 24 consecutive hours.,False,[]
278,"The notorious Friars of St Francis of Wycombe were members of a club founded by Sir Francis Dashwood in 1752, which was initially known by various names including the ""Brotherhood of St. Francis of Wy,"" ""Order of Knights of West Wycombe,"" and ""The Order of the Friars of St Francis of Wycombe."" This group later became associated with the Hellfire Club, although it was not originally known by that name. The club held its first meeting on ""Walpurgis Night"" at Sir Francis's family home in West Wycombe and later moved its meetings to Medmenham Abbey. The club was known for its extravagant and hedonistic activities, which included the decoration of the Abbey with mythological themes and sexual symbols.",False,[]
279,"The Swedish actress who won the Best Supporting Actress Oscar for ""Murder on the Orient Express"" is Ingrid Bergman.",False,[]
280,"The passage does not explicitly state that any US President was given the nickname the ""Great Engineer."" However, it does mention Charles Erwin Wilson, who was known as ""Engine Charlie"" and served as Secretary of Defense under President Dwight D. Eisenhower. The nickname ""Great Engineer"" is not directly attributed to any president in the provided passages.",False,[]
281,"The Bells of Shandon are housed in the Church of St Anne in Cork City, Ireland.",False,[]
282,"The last English-born player to win the men's singles title at Wimbledon is Fred Perry, who won in 1936.",False,[]
283,"The letter ""U"" was added to Wii by Nintendo in 2011 when naming its next generation gaming console, which was called the Wii U.",False,[]
284,"The Gateway Arch, also known as the Gateway to the West, is located in St. Louis, Missouri.",False,[]
285,"Sputnik, the first man-made satellite, was launched in the year 1957.",False,[]
286,"The comedy written by Johnny Speight that first aired in 1965 and featured a fervent West Ham supporter is ""Till Death Us Do Part.""",False,[]
287,The 2001 Wimbledon Women's Singles Champion was Venus Williams.,False,[]
288,"The Welsh actor who portrays David Frost in the 2008 film ""Frost/Nixon"" is Michael Sheen.",False,[]
289,"The profession that requires the artist to know about ""f stops"" is likely that of a photographer or a forensic artist who uses photography as part of their work. ""F stops"" refer to the settings on a camera that control the aperture, affecting exposure and depth of field, which are crucial for capturing images accurately in various contexts, including forensic investigations.",False,[]
290,"Mickey Mouse was first drawn by Ub Iwerks in 1928. Walt Disney first supplied the voice for Mickey Mouse in the same year, 1928, when the character debuted.",False,[]
291,"In the US television show ‘The Sopranos’, Tony Soprano’s psychiatrist is Dr. Jennifer Melfi.",False,[]
292,"The line ""The mirror crack'd from side to side"" comes from Alfred Lord Tennyson's poem ""The Lady of Shalott.""",False,[]
293,"The passages provided do not mention the winner of the 2013 British Open Golf Championship. Therefore, I cannot provide an answer based on the information given.",False,[]
294,"The king of Great Britain and Ireland when the American colonies were lost was King George III. He reigned from 1760 to 1820, and his rule included the period of the American War of Independence, which culminated in the loss of the colonies with the surrender at the Siege of Yorktown in 1781.",False,[]
295,"The headquarters of Boeing is located in Chicago, Illinois.",False,[]
296,"During his visit in May 2009, the Pope was urged to complain about the state of access to places of worship, particularly highlighting concerns related to improved access and the taxation of church properties.",False,[]
297,"A crab typically has ten legs, which includes five pairs of walking legs (pereiopods) and two claws (chelae). The total count can vary slightly depending on the specific type of crab, but the standard definition for crabs, including their claws, is ten limbs.",False,[]
298,"Sofia Helin returned on BBC4 in the third series of the Scandinavian drama ""The Bridge"" (Danish: Broen; Swedish: Bron).",False,[]
299,"The movie that takes place at Shermer High School's detention is ""The Breakfast Club.""",False,[]
300,"The title of Status Quo's first UK No. 1 hit was ""Down Down.""",False,[]
301,"In the US television show ‘The Sopranos’, Janice Soprano was permanently banned from entering Canada after being put on an Unwanted Persons list.",False,[]
302,"The albums ""Sentimental Journey"" and ""Goodnight Vienna"" were released by Ringo Starr. ""Sentimental Journey"" was released in the UK on 27 March 1970 and in the US on 24 April 1970. ""Goodnight Vienna"" was reissued in the US by Capitol in February 1981.

The albums ""Bad Boy"", ""Old Wave"", and ""Vertical Man"" were also released by Ringo Starr. ""Bad Boy"" was released in 1978, ""Old Wave"" in 1983, and ""Vertical Man"" in 1998.

Therefore, Ringo Starr is the artist who released all five albums between 1970 and 1999.",False,[]
303,"The Ugly Duckling is a cygnet, which is a young swan.",False,[]
304,"The town on the River Colne that holds an annual Oyster Festival is Colchester, located in Essex, England.",False,[]
305,"The group that had a hit in the 1980s with ""Everybody Wants to Rule the World"" is Tears for Fears.",False,[]
306,The Miami Heat play basketball.,False,[]
307,Thomas Cromwell was executed for treason after being blamed for Henry VIII's failed marriage to Anne of Cleves.,False,[]
308,"The Spanish La Liga football club Villarreal shares their nickname ""The Yellow Submarine"" with the Beatles song ""Yellow Submarine.""",False,[]
309,"In 1337, King Edward III of England claimed the throne of France, which precipitated the Hundred Years' War.",False,[]
310,"The first robbery for which it is known that Jesse James was responsible occurred in the year 1869, specifically on December 7, when he and Frank James robbed the Daviess County Savings Association in Gallatin, Missouri, during which Jesse shot and killed the cashier, Captain John Sheets.",False,[]
311,The spaceship Red Dwarf is owned by the Jupiter Mining Corporation.,False,[]
312,"The Shakespeare comedy set in Messina, Italy, is ""Much Ado About Nothing.""",False,[]
313,The stage name of the British comedian Chaim Reuben Weintrop was Bud Flanagan.,False,[]
314,"The person who won a gold medal at the 1976 Summer Olympics, married Kris Kardashian in 1991, and from 2007 starred in the E! reality series ""Keeping Up with the Kardashians"" is Caitlyn Jenner (formerly known as Bruce Jenner).",False,[]
315,"In the game of Scrabble, the letter 'K' has a point value of 5.",False,[]
316,"The Gilbert and Sullivan opera that has the alternative title 'The Lass that Loved a Sailor' is ""H.M.S. Pinafore.""",False,[]
317,"In the children's television series 'Scooby-Doo', Velma's surname is Dinkley.",False,[]
318,Operation Felix was the codename for a proposed German invasion of Gibraltar during World War II.,False,[]
319,The institution known as 'The Old Lady of Threadneedle Street' is the Bank of England.,False,[]
320,"The word applied to someone who is equally capable with both hands is ""ambidextrous.""",False,[]
321,"The principal actor who plays the character Mikael Blomkvist in the 2011 film ""The Girl with the Dragon Tattoo"" is Daniel Craig.",False,[]
322,"The name of Sir Fred Hoyle's theory, which proposed continuous creation of matter between galaxies as they move further apart, is the ""steady state theory.""",False,[]
323,"In the 18th century, the capital of Russia was moved from Moscow to Saint Petersburg.",False,[]
324,The Oroville Dam is in California.,False,[]
325,"The first British Prime Minister born in the 20th Century who also played first-class cricket is Edward Heath. He was born on July 9, 1916, and played cricket at the amateur level, including first-class matches.",False,[]
326,"The regal name that is the capital of Seychelles, British Columbia (Canada), and is also an Australian state is ""Victoria.""",False,[]
327,"The famous London railway station located on a bridge over the River Thames is Fulham Railway Bridge, which carries the London Underground District line.",False,[]
328,The famous city that has the official website domain www.mcgm.gov.in is Mumbai.,False,[]
329,"The period film of Stanley Kubrick that recounts the exploits of an 18th-century Irish adventurer and is loosely based on a novel by William Makepeace Thackeray is ""Barry Lyndon"" (1975).",False,[]
330,Wisent is an alternative name for the European bison.,False,[]
331,"In Channel 4's 1987 adaptation of Tom Sharpe's novel 'Porterhouse Blue', the part of Skullion the Head Porter was played by David Jason.",False,[]
332,"The best-known works of Theodor Mommsen and Edward Gibbon focus on Roman history. Mommsen's monumental work is titled ""A History of Rome,"" while Gibbon is renowned for his ""History of the Decline and Fall of the Roman Empire."" Both works provide significant historical accounts of different aspects of Roman civilization.",False,[]
333,The type of hat that became a stereotypical headwear of a detective due to its association with Sherlock Holmes is the deerstalker hat.,False,[]
334,The first name of the jazz trombonist Kid Ory was Edward.,False,[]
335,"The group of people who drove a 1959 Chevrolet hearse with the license plate ECTO-1 were the Ghostbusters, a fictional team of paranormal investigators and exterminators from the 1984 film ""Ghostbusters."" The vehicle, known as Ecto-1, is a modified 1959 Cadillac Miller-Meteor ambulance used by the Ghostbusters for their operations.",False,[]
336,The shipping area Fitzroy was known as Finisterre until 2002.,False,[]
337,"The effective communication theory 'Three Modes of Persuasion' (comprising Logos, Ethos, and Pathos) was conceived by Aristotle.",False,[]
338,Warren Beatty played Beverly Hills hairdresser George Roundy in the 1975 film ‘Shampoo’.,False,[]
339,"The passages provided do not contain information about an autobiography entitled ""Step Inside Love."" They primarily discuss the song ""Step Inside Love"" by Cilla Black and its connection to Paul McCartney. Therefore, based on the information given, I cannot determine whose autobiography has that title.",False,[]
340,"The soft spots on a baby's head that enable the bony plates of the skull to flex during birth are called ""fontanelles.""",False,[]
341,"MGM adopted the former Goldwyn mascot ""Leo the Lion"" and the Goldwyn corporate motto ""Ars Gratia Artis,"" which translates to ""Art for art's sake.""",False,[]
342,The democracy activists were massacred in Tiananmen Square in Beijing in 1989.,False,[]
343,The 8th President of the United States from 1837 to 1841 was Martin Van Buren.,False,[]
344,The Mau Mau rebellion broke out in Kenya in October 1952.,False,[]
345,"Director Sir Peter Jackson made three films based on J. R. R. Tolkien's short book, ""The Hobbit.""",False,[]
346,"Jessica Simpson has dated Tony Romo, John Mayer, and Nick Lachey.",False,[]
347,There are 20 hundredweight in a UK ton.,False,[]
348,The Juilliard School was founded in New York in the year 1905.,False,[]
349,"The official magazine of the British Film Institute is ""Sight & Sound.""",False,[]
350,"In Greek mythology, Amphitrite, queen of the sea, was the wife of Poseidon.",False,[]
351,"The instrument sized according to terms such as 0, 00, 000, Grand Auditorium, and Dreadnought is the guitar.",False,[]
352,"The Latin motto of the film company Metro-Goldwyn-Mayer is ""Ars Gratia Artis,"" which means ""Art for art's sake.""",False,[]
353,"Henry 1st was born in the English county of Staffordshire, as he is associated with the town of Stafford.",False,[]
354,"The birthplace of Buddha (Siddhartha Gautama) is in modern-day Nepal, specifically in Lumbini.",False,[]
355,"On 12 September 1995, the Belarusian air force shot down a gas balloon, killing two Americans, during the Gordon Bennett Cup.",False,[]
356,Groucho Marx's real first name was Julius.,False,[]
357,The Vice President for George W. Bush was Dick Cheney.,False,[]
358,Dot Cotton married Jim Branning in 2001.,False,[]
359,The Boeing 747 made its maiden flight in 1968.,False,[]
360,"The first commercial jet airliner to go into service in the UK was the de Havilland Comet, which entered service in 1952.",False,[]
361,"The female singer who won her second Mercury Music Prize in 2011 for her album ""Let England Shake"" is PJ Harvey.",False,[]
362,The French winner of the Nobel Prize for Literature who famously dedicated it to his primary school teacher is Anatole France.,False,[]
363,"The 2008 Western film you are referring to is ""Appaloosa.""",False,[]
364,"The surname of the woman who claimed to have inspired the Rolling Stones song ""Angie"" is Bowie. Her full name is Angie Bowie. However, it is important to note that the songwriters Mick Jagger and Keith Richards have denied that the song was inspired by her.",False,[]
365,"The deceased wrestler ""Leon Aras"" was more familiar as ""Leon G. Thomas III."" However, it should be noted that Leon G. Thomas III is not known for being a wrestler but rather as an actor and singer. The passage does not provide information about a wrestler named Leon Aras being associated with the Tetley Tea Folk. The voice of the Tetley Tea Folk was provided by various distinguished actors, but Leon G. Thomas III is not mentioned in that context.",False,[]
366,Nino Farina was the first world champion of Formula One.,False,[]
367,Angiosperms are distinguished by having seeds that are enclosed within a structure called a fruit.,False,[]
368,"The 1989 music video that attracted criticism for showing images like Madonna making love to Saint Martin de Porres, as well as the use of Catholic iconography including a scene where she develops stigmata and cross burning, is ""Like a Prayer.""",False,[]
369,"The passages do not provide specific information about which county was the last to join the County Championship before Durham. Therefore, based on the provided text, I cannot determine the answer to your question.",False,[]
370,"The river that flows parallel to the Euphrates is the Tigris. Together, the Euphrates and the Tigris are the two defining rivers of Mesopotamia, often referred to as the ""Land between the Rivers.""",False,[]
371,"Certain religions generally divide the notion of heaven into parts by distinguishing multiple levels or divisions within heaven. For example, the concept of seven heavens is found in various religious traditions, including Islam, Judaism, and Christianity, as well as in some Indian religions like Hinduism. Additionally, in Jewish mysticism, particularly in Kabbalah, there are descriptions of seven compartments or habitations of heaven. This division reflects a belief in a structured cosmology where heaven is not a singular entity but consists of multiple layers or realms.",False,[]
372,The author of both 'The Shortest Way with the Dissenters' and 'A Journal of the Plague Year' is Daniel Defoe.,False,[]
373,The US state nicknamed The Equality State is Wyoming.,False,[]
374,"The singer who, along with Vince Clarke, made up the pop group Yazoo is Alison Moyet.",False,[]
375,"Dolly Parton starred as Doralee Rhodes in the 1980 film ""Nine to Five.""",False,[]
376,"The most famous cartoon creation of Al Capp is ""Li'l Abner.""",False,[]
377,"The Greek appetizer you are referring to is called ""Tzatziki.""",False,[]
378,"Several species of hawthorn produce red fruits called ""haws."" Specifically, Crataegus sanguinea (redhaw hawthorn or Siberian hawthorn) and Crataegus pinnatifida (Chinese hawthorn) are mentioned in the passages as having red fruits. Additionally, Crataegus maximowiczii also produces red to purple-black fruits.",False,[]
379,An icosahedron has 20 faces.,False,[]
380,"The young girl described as ""a girl who is spoiled by her parents"" in ""Charlie and the Chocolate Factory"" is Veruca Salt. She is the second person to find a golden ticket and the third to be ejected from the tour.",False,[]
381,The Futhark is a runic alphabet used by various Germanic peoples.,False,[]
382,"The title of John Buchan's sequel to ""The Thirty-Nine Steps"" is ""Greenmantle.""",False,[]
383,"Pope Alexander VI was an infamous character known for his association with the Borgia family, particularly Cesare Borgia. He was dramatized in the BBC children's series ""Horrible Histories"" as a mafia crime boss, highlighting his notorious reputation for nepotism and corruption.",False,[]
384,"The extinct species of man, discovered in Indonesia in 2003 and named Homo floresiensis, has been given the literary nickname ""hobbit.""",False,[]
385,French fries originate from Belgium.,False,[]
386,"The painting ""The Monarch of the Glen"" was created by Sir Edwin Landseer.",False,[]
387,Coimbra was the former capital of the Kingdom of Portugal from 1131 to 1255.,False,[]
388,"Alan Freed is credited with coining the term ""Rock and Roll.""",False,[]
389,Dr. Timothy Leary was the Harvard researcher well-known for experimenting with LSD.,False,[]
390,"Wellington College is located in Berkshire, England.",False,[]
391,"Hydrogen Peroxide (H2O2) is one of several different forms of the commonly named chemical agent ""peroxide.""",False,[]
392,Coleopterology is the study of beetles.,False,[]
393,"The passage does not provide information about which former prime minister appeared on the Morecambe and Wise Christmas Special in 1978. Therefore, I cannot answer that question based on the provided text.",False,[]
394,The US state that is nicknamed both 'the Colorful State' and 'the Land of Enchantment' is New Mexico.,False,[]
395,The ITV show 'Take Me Out' is hosted by Paddy McGuinness.,False,[]
396,Miami Beach in Florida borders the Atlantic Ocean.,False,[]
397,Crowd,False,[]
398,The actor who played the part of Ross Poldark in the BBC’s mid 1970s television series is Anthony Robin Ellis.,False,[]
399,"""Holding Back the Years"" was a US No 1 hit record for the British pop group Simply Red.",False,[]
400,Ray Kroc built the McDonald's Corporation into a world-wide organization.,False,[]
401,"The kilt was invented in England by Thomas Rawlinson, an English industrialist from Lancashire.",False,[]
402,"The organization that uses barbed wire and a candle as its symbol is the Federation of Jewish Men's Clubs (FJMC). They created a special memorial project for Yom HaShoah, which includes a dedicated yahrzeit candle with a barbed-wire Star of David logo.",False,[]
403,‘Be the best’ is the official motto of the British Army.,False,[]
404,"In the 1976 UK TV series ""I, Claudius,"" Caligula was portrayed by Nicholas Amer.",False,[]
405,The Sinai Peninsula is part of Egypt.,False,[]
406,Sheikh Hamad bin Isa Al Khalifa is the reigning monarch of Bahrain.,False,[]
407,"Saratoga is the site of the defeat of the British army, specifically General John Burgoyne's forces, who surrendered to American General Horatio Gates on October 17, 1777. Yorktown is also the site of the defeat of the British army, where General Charles Cornwallis surrendered to American and French forces on October 19, 1781.",False,[]
408,"The first person to win all four tennis Grand Slam titles in the same calendar year was Don Budge, who achieved this feat in 1938.",False,[]
409,"Robbie Coltrane played the part of Dr. Edward ""Fitz"" Fitzgerald in the TV series ""Cracker.""",False,[]
410,Rio de Janeiro will host the 2016 Summer Olympics.,False,[]
411,"The fragrant essential oil obtained chiefly from the Damask Rose is called ""rose otto.""",False,[]
412,"The passage does not provide information about a specific artist who had a top ten hit in the UK with ""Cupid"" in 1961. Therefore, based on the provided passages, I cannot answer that question.",False,[]
413,The artist who painted 'The Laughing Cavalier' is Frans Hals.,False,[]
414,Poopdeck Pappy is the father of the fictional character Popeye.,False,[]
415,"John Wayne's last film, released in 1976, was ""The Shootist.""",False,[]
416,"The make of car advertised under the slogan ""Vorsprung durch Technik"" is Audi.",False,[]
417,"The Gilbert and Sullivan operetta subtitled ""The Witches Curse"" is ""Ruddigore.""",False,[]
418,"Timothy Q. Mouse, Mr. Stork, and Jim Crow are all characters in the Disney film ""Dumbo"" (1941).",False,[]
419,"Rowland Macy established a new store named ""R. H. Macy & Company"" in New York City.",False,[]
420,Zola Budd and Mary Decker famously collided in the 3000 meters final at the 1984 Summer Olympics held in Los Angeles.,False,[]
421,"In the novel by Alexandre Dumas, the Count of Monte Cristo, Edmond Dantès was imprisoned in the Château d'If for 14 years.",False,[]
422,The only element from the group known as the Halogens that is liquid at room temperature is bromine.,False,[]
423,"The 1962 ecological classic written by Rachel Carson is ""Silent Spring.""",False,[]
424,"Aberdeen in Scotland is known as the ""Granite City.""",False,[]
425,"""Getting to Know You"" is a song from the 1956 film adaptation of the musical ""The King and I.""",False,[]
426,Stella Rimington was the first female head of MI5.,False,[]
427,Danse Macabre and The Organ Symphony No. 3 are among the best-known works of Camille Saint-Saëns.,False,[]
428,"The group that recorded the albums called 'Raintown', 'Fellow Hoodlums', and 'Homesick Heroes' is Deacon Blue for 'Raintown' and 'Fellow Hoodlums', while 'Homesick Heroes' was recorded by The Charlie Daniels Band.",False,[]
429,"Feugo, Yangin, Brand, and Pozar are translations for the word ""fire"" in their respective languages. Specifically:

- Feugo is Spanish for ""fire.""
- Yangin is Turkish for ""fire.""
- Brand is Dutch for ""fire.""
- Pozar is Polish for ""fire.""",False,[]
430,"A truffle is the fruiting body of a subterranean ascomycete fungus, predominantly belonging to the genus ""Tuber"". Truffles are ectomycorrhizal fungi, which means they form symbiotic relationships with the roots of certain trees.",False,[]
431,The year you are looking for is 1989.,False,[]
432,"The official language of Canada, apart from English, is French.",False,[]
433,"Petra is located in southern Jordan, specifically in the Wadi Musa area. It lies in the Jordan Rift Valley, east of Wadi `Araba and south of the Dead Sea.",False,[]
434,"The highest mountain in North America, Denali, is part of the Alaska Range.",False,[]
435,"The famous woman in history who had a cottage in Shottery, Warwickshire, is Anne Hathaway, who was William Shakespeare's wife. The cottage is known as Anne Hathaway's Cottage.",False,[]
436,La Brabançonne is the national anthem of Belgium.,False,[]
437,"The European Court of Human Rights is located in Strasbourg, France.",False,[]
438,"The passages provided do not contain any information about Amal Alamuddin or her engagement. Therefore, I cannot answer the question based on the given passages. However, it is known from other sources that Amal Alamuddin, also known as Amal Clooney, became engaged to actor George Clooney in April 2014.",False,[]
439,"Ecuador shares a border with Colombia to the north, in addition to its border with Peru to the east and south.",False,[]
440,The only U.S. state to begin with the letter 'U' is Utah.,False,[]
441,The Suez Canal connects the Mediterranean Sea to the Red Sea.,False,[]
442,"Katharine Hepburn won her second Oscar for the movie ""Guess Who's Coming to Dinner.""",False,[]
443,The United States declared war on Spain after the sinking of the USS Maine.,False,[]
444,"During the 1970s, both the Triumph TR7 and the Jaguar XJS were produced by British Leyland. The Triumph TR7 was manufactured by the Specialist Division of British Leyland, while the Jaguar XJS was produced by Jaguar, which was also part of British Leyland at that time.",False,[]
445,The US President who died in office in July 1850 and was succeeded by his Vice President Millard Fillmore was Zachary Taylor.,False,[]
446,"The passage does not explicitly mention anyone being expelled from the Surrealist movement specifically due to their views on the Spanish Civil War. However, it does mention that some figures from the Surrealist movement were expelled, and it notes that one individual, who campaigned against Aragon, moved away from communism during the 1930s. This individual is not named in the provided text, so it is unclear who exactly was expelled for their views on the Spanish Civil War. The passage primarily discusses various political and intellectual figures and their activities during that period without specifying the names of those expelled from Surrealism for their views on the war.",False,[]
447,"The Florentine Girdle was a type of girdle, which refers to a garment worn by women that created a rigid, controlled figure. Girdles were considered essential garments from around 1920 to the late 1960s and were associated with modesty and respectability. Additionally, the term ""girdle"" can also refer to the girdle books mentioned in the passages, which were a form of medieval book-binding. However, in the context of the question, it is most likely referring to the garment aspect.",False,[]
448,The Centigrade temperature scale is commonly known as the Celsius scale.,False,[]
449,"AFC Wimbledon plays their home games at Kingsmeadow, also known as the Cherry Red Records Stadium.",False,[]
450,"The person who married Sarah Hugill in 1972, had two children, divorced in 1983, married Sarah Brightman in 1984, divorced in 1990, married Madeleine Gurdon in 1991, and had three children is Andrew Lloyd Webber.",False,[]
451,"In the 1940s, Percy Spencer invented the microwave oven.",False,[]
452,Conakry is the capital of Guinea.,False,[]
453,"The Shakespeare play set in the Forest of Arden is ""As You Like It.""",False,[]
454,The last Briton to win the Nobel Prize for Literature mentioned in the passages is Doris Lessing.,False,[]
455,The Western Roll is a technique used in the high jump event in track and field athletics.,False,[]
456,"The name of Long John Silver's parrot in ""Treasure Island"" is Captain Flint.",False,[]
457,The name of the long narrow island off the east coast of Russia is Russky Island.,False,[]
458,"Brooklyn is situated in the borough of Brooklyn, which is one of the five boroughs of New York City.",False,[]
459,The marine iguana can only be found on the Galápagos Islands.,False,[]
460,The world's largest auction house is Christie's.,False,[]
461,Horatius Cocles was a legendary Roman hero who defended the Sublician Bridge against the army of Lars Porsena.,False,[]
462,The sub-region of Aquitaine in SW France that gives its name to a type of brandy is Armagnac.,False,[]
463,Cleeve Hill is the highest point in the Cotswolds hill range.,False,[]
464,"The temple, or place of worship, known as the gurdwara is associated with Sikhism.",False,[]
465,"In the TV series ""The Rockford Files,"" the character of Rockford's father, ""Rocky,"" was played by Noah Beery Jr.",False,[]
466,"The Albert Memorial was designed by Sir George Gilbert Scott, and the architectural carving for the memorial took place between 1863 and 1875. Therefore, the architect who designed the Albert Memorial is Sir George Gilbert Scott.",False,[]
467,"The Mexican/American boxer you are referring to is Érik Morales. He retired from the ring in 2008 and is known for winning world titles in four different weight classes, but the passage does not specify a boxer who won titles in six different weight divisions. However, it does mention that Morales was the first Mexican-born boxer to win world titles in four different weight classes. If you are looking for a boxer who won titles in six different weight divisions, that information is not provided in the passages.",False,[]
468,"The tetrahedron, cube, octahedron, dodecahedron, and icosahedron are known as the common core of a dual pair of regular polyhedra.",False,[]
469,"The passages provided do not mention any writer being convicted of sodomy and sentenced to hard labor. The only references to hard labor sentences pertain to various writers charged with anti-Soviet activities or other political offenses. Therefore, based on the information given, there is no writer mentioned who was convicted of sodomy.",False,[]
470,Cable News Network (CNN) was founded by Ted Turner in the year 1980.,False,[]
471,The Tinta Barroca grape is chiefly used to make Port wine.,False,[]
472,"Thailand's currency, the 10th most used globally as of January 2019, is the Thai Baht (THB).",False,[]
473,Bole is a shade of reddish brown.,False,[]
474,"Helen Keller was taught to communicate by her teacher, Anne Sullivan.",False,[]
475,"Offa was a King of Mercia, a kingdom of Anglo-Saxon England.",False,[]
476,The fourth house at Hogwarts School is Hufflepuff.,False,[]
477,"Both Dick Turpin and Butch Cassidy were involved in criminal activities, specifically robbery. Turpin was a notorious highwayman known for his robberies in the 1730s, while Cassidy was a train and bank robber, leading a gang of outlaws known as the ""Wild Bunch.""",False,[]
478,The first Liverpool group to top the UK chart was The Beatles. They are the most famous band to have emerged from Liverpool and recorded 17 UK number-one singles.,False,[]
479,"The passages provided do not mention James Dean's middle name. Therefore, based on the information given, his middle name cannot be determined.",False,[]
480,"The US TV series ""Mad Men"" centers around the advertising industry.",False,[]
481,"When the egg is released from the ovary, the follicle from which it was released transforms into a structure called the corpus luteum. This remnant of the follicle produces progesterone and eventually shrinks and disappears after approximately 12–14 days if fertilization does not occur.",False,[]
482,"The name of C.S. Lewis' seven-book fantasy series is ""The Chronicles of Narnia.""",False,[]
483,Zloty and Grosz are currencies in Poland.,False,[]
484,"The next British Prime Minister after Arthur Balfour was Henry Campbell-Bannerman, who took office following Balfour's resignation on December 5, 1905.",False,[]
485,"John Hannah and Ken Stott have both appeared in the role of the fictional detective ""Rebus.""",False,[]
486,The BBC television serial drama 'The Singing Detective' (1986) was written by Dennis Potter.,False,[]
487,"Woody Herman was born on May 16, 1913, and he came to prominence in the late 1930s. While the exact year he founded his own orchestra is not specified in the passages, it is known that he was active in the late 1930s. If we assume he founded his own orchestra around 1936, he would have been 23 years old at that time. Therefore, Woody Herman was approximately 23 years old when he founded his own orchestra.",False,[]
488,"George Cukor directed the 1964 film musical ""My Fair Lady.""",False,[]
489,"Tom Cruise's first leading role was in the 1983 film ""Risky Business.""",False,[]
490,"Labyrinth, Broad-crested, Sharp-crested, Piano keys, and Compound are types of keys.",False,[]
491,"Lucrezia, Cesare, and Rodrigo were part of the Borgia family.",False,[]
492,"The line ""Is this a dagger which I see before me, The handle toward my hand? Come, let me clutch thee! I have thee not, and yet I see thee still."" is spoken by Macbeth in Act 2, Scene 1 of the play ""Macbeth.""",False,[]
