id,vanilla_rag_output,correctness,true_answer
167,"The phrase ""Stop, Listen, Look & Think"" is associated with the American girl group Exposé, but it does not directly mention ""what's that sound."" The passages provided do not specify a song with that exact title or lyrics. If you are referring to a specific song that includes ""what's that sound,"" please provide more context or details for a more accurate answer.",False,[]
168,"The word ""Celsius"" is derived from the name of the Swedish astronomer Anders Celsius, who was born in 1701. He is known for developing the Celsius temperature scale, which is used to measure temperature. The term ""Celsius"" is used in scientific contexts, while ""centigrade"" was more commonly used in the past but is now decreasing in use.",False,[]
169,"The oldest brother in ""7th Heaven,"" who played the character Matt Camden, was portrayed by actor Barry Watson.",False,[]
170,"The provided passages do not contain information about the winner of the American League East in 2017. They mention the American League West division title won by Houston in 2018 but do not address the American League East. To find out who won the American League East in 2017, you would need to look up that specific information separately.",False,[]
171,The open-source clone of Unix created in the early 1990s is Linux.,False,[]
172,"Arachidonic acid is found in the phospholipids of the membranes of the body's cells, particularly in phosphatidylethanolamine, phosphatidylcholine, and phosphatidylinositides. It is abundant in the brain, muscles, and liver, with skeletal muscle being an especially active site of arachidonic acid retention, accounting for roughly 10-20% of the phospholipid fatty acid content. Additionally, it is one of the most abundant fatty acids in the brain, present in similar quantities to docosahexaenoic acid (DHA).",False,[]
173,"Ted White played Jason Voorhees in ""Friday the 13th: The Final Chapter.""",False,[]
174,Oona Chaplin plays Talisa Stark in Game of Thrones.,False,[]
175,"Dakar is located in Senegal, on the westernmost tip of the African continent. It is the capital city of Senegal and is situated along the Atlantic coast. Additionally, there is a historical town named Dakkar in the Somali Region of Ethiopia, which is distinct from the city of Dakar in Senegal.",False,[]
176,"""The Clone Wars"" Season 3, Episode 1 is titled ""Clone Cadets."" It originally aired on September 17, 2010. In this episode, the focus is on the training of clone troopers at the Kamino facility, highlighting their development and the challenges they face as they prepare for battle. The episode explores themes of camaraderie, identity, and the nature of being a clone.",False,[]
177,"The river that flows through Charleston, West Virginia's capital, is the Kanawha River. The passages provided do not mention the Kanawha River, but it is the primary river associated with Charleston, West Virginia.",False,[]
178,"The function of a political action committee (PAC) is to pool campaign contributions from its members and donate those funds to campaigns for or against candidates, ballot initiatives, or legislation, thereby influencing the outcome of political elections in the United States.",False,[]
179,"The largest bill in American money that has been printed and circulated is the $100 bill, which features Benjamin Franklin's portrait. Although the $10,000 bill was the largest denomination of U.S. currency to publicly circulate, it has not been in circulation since 1969 and is no longer printed.",False,[]
180,"The first woman to win ""Who Wants to Be a Millionaire?"" was Nancy Christy, who accomplished this feat in 2003.",False,[]
181,"Weissman starred as Violet Baudelaire in the Netflix series ""A Series of Unfortunate Events"".",False,[]
182,"The Prudential Center in Newark, New Jersey is home to the National Hockey League's New Jersey Devils, as well as two NCAA teams: the Seton Hall Pirates and NJIT Highlanders. It was also previously home to the Brooklyn Nets (then the New Jersey Nets), New York Liberty, and the New York Titans.",False,[]
183,"The Qutub Minar in Delhi was initiated by Qutub-ud-din Aibak, the founder of the Delhi Sultanate, who started the construction of its first storey around 1192. His successor and son-in-law, Iltutmish, completed a further three storeys.",False,[]
184,"The passage mentions that there was a Pro Football Hall of Fame inductee in 2018, but it does not provide specific names of the inductees for that year. Therefore, based on the provided passages, we cannot determine who was selected for the 2018 Pro Football Hall of Fame.",False,[]
185,The original Wonder Woman on television was played by Lynda Carter.,False,[]
186,"Computer-based models of real-life situations are called ""microworlds.""",False,[]
187,"The passages provided do not specify who won the national championship in volleyball in 2017. They mention various volleyball championships and tournaments, but none of them indicate a national championship winner for that year.",False,[]
188,"Samuel M. Rubin, known as ""Sam the Popcorn Man,"" is credited with the mass introduction of popcorn machines to cinemas in the 1930s. While Charles Cretors invented the first popcorn machine in 1885, it was Rubin who popularized the practice of selling popcorn in movie theaters.",False,[]
189,"The passages provided do not specify a particular location for ""The Grapes of Wrath,"" as they focus on different adaptations of John Steinbeck's novel, including an opera and a play. However, the original novel by Steinbeck is set during the Great Depression and primarily follows the journey of the Joad family from Oklahoma to California, highlighting the struggles faced by migrant workers. Therefore, the setting of ""The Grapes of Wrath"" is primarily in Oklahoma and California.",False,[]
190,The United States shared the Oregon Country with Great Britain.,False,[]
191,The corporate tax rate in Great Britain was reduced from 28% to 20% and eventually to 19% as part of the reforms introduced between 2009 and 2012.,False,[]
192,The Rational Dress Society was founded in 1881 in London.,False,[]
193,"The lyrics ""you are a magnet and I am steel"" are from the song ""Magnet and Steel"" by Walter Egan.",False,[]
194,"""Suite: Judy Blue Eyes"" was written about Stephen Stills' former girlfriend, singer/songwriter Judy Collins.",False,[]
195,"Season 8 of ""Blue Bloods"" premiered on CBS on September 29, 2017.",False,[]
196,"As of my last knowledge update in October 2023, ""Prison Break"" has a total of 5 seasons available on Netflix. However, availability may vary by region, so it's best to check your local Netflix library for the most accurate information.",False,[]
197,The UConn women's basketball team holds the record for the longest consecutive winning streak in NCAA college basketball at 111 games.,False,[]
198,"The Chaplet of Divine Mercy can be prayed at any time, but it is especially recommended to be said on Divine Mercy Sunday and Fridays at 3:00 PM, which is known as the Hour of Mercy. Additionally, it is often prayed daily at the National Shrine of The Divine Mercy in Stockbridge, Massachusetts, and in the Philippines, a portion of the chaplet is broadcast daily at 3:00 PM. In a novena, the chaplet is typically prayed each day from Good Friday to Divine Mercy Sunday.",False,[]
199,"Linkin Park released ""One More Light"" on May 19, 2017.",False,[]
200,"To fuse the spine means to surgically join two or more vertebrae together to prevent movement between them. This is typically done using a technique that involves bone grafting—either from the patient, a donor, or artificial substitutes—to promote healing and solidify the connection between the vertebrae. Additional hardware, such as screws and plates, is often used to stabilize the vertebrae during the healing process. The procedure is commonly performed to address issues such as severe degenerative disc disease or infections affecting the spine, and it aims to alleviate pain and restore stability to the spinal column.",False,[]
201,"The alliance between Great Britain, Russia, and France is not explicitly mentioned in the provided passages. However, it is commonly known as the ""Triple Entente,"" which was formed in the early 20th century as a counterbalance to the Triple Alliance of Germany, Austria-Hungary, and Italy. The passages primarily discuss other alliances, such as the Franco-Russian Alliance, the Holy Alliance, and the Anglo-French Alliance, but do not specifically address a formal alliance involving Great Britain, Russia, and France.",False,[]
202,"Jaffa Cakes are often considered to be more like biscuits than cakes in size and texture, despite their name. They are biscuit-sized cakes with a sponge base, jam, and chocolate coating.",False,[]
203,"The passages do not provide information about the specific date for the new season of ""Chicago P.D."" However, they indicate that the show has been renewed for multiple seasons on various dates. For the most accurate and up-to-date information regarding the release of a new season, it would be best to check official announcements or the show's network.",False,[]
204,"The SA node begins electrical signaling when its specialized cells reach the threshold for spontaneous depolarization. This occurs at a rate of approximately 80–100 times per minute in the absence of nervous or endocrine control. The SA node generates an action potential that initiates the electrical impulses that propagate throughout the heart, leading to the contraction of the heart muscle.",False,[]
205,"The passage does not specify the exact parts of the brain located in the middle cranial fossa. However, it is generally known that the middle cranial fossa houses the temporal lobes of the brain, as well as parts of the frontal and parietal lobes. Additionally, it contains important structures such as the pituitary gland and the cranial nerves associated with the face and hearing.",False,[]
206,"The song ""Fishin' in the Dark"" by the Nitty Gritty Dirt Band is from their album titled ""Hold On.""",False,[]
207,"The document of the UN Declaration of Human Rights was drafted by John Peters Humphrey, who was the principal drafter and the founding Director of the United Nations Human Rights division.",False,[]
208,"The theme song to ""Step by Step"" was sung by the group New Kids on the Block.",False,[]
209,"The borders of Africa's countries were created by European colonial powers, specifically by French military commanders and the Governors-General of French West Africa and French Equatorial Africa, as well as other colonial administrators. These borders were drawn without regard to the various ethnic and tribal groups present in the region, leading to significant issues related to ethnic divisions and conflicts.",False,[]
210,A Terry's Chocolate Orange comprises 20 segments.,False,[]
211,acid rain.,False,[]
212,"The passages provided do not contain information about the filming locations for the last scene of ""The Danish Girl."" Therefore, I cannot answer that question based on the given text.",False,[]
213,"The movie ""Natural Born Killers"" starred Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tom Sizemore, Tommy Lee Jones, and Rodney Dangerfield.",False,[]
214,"The final season of ""Downton Abbey"" is the sixth series, which aired in the UK on 25 December 2015.",False,[]
215,The boundary line between India and Bangladesh is known as the International Border (IB). It was originally established by the Radcliffe Line in 1947.,False,[]
216,"The passage does not specify where the family in ""This Is Us"" lives. It only mentions that the series follows the lives and families of two parents and their three children.",False,[]
217,Mission Nuestra Señora de la Soledad was founded by Father Fermín Francisco de Lasuén.,False,[]
218,"A double-twelve set of dominoes is marketed as the standard for Mexican Train, which accommodates up to 8 players. Therefore, you would need a double-twelve set of dominoes to play Mexican Train.",False,[]
219,Fender began manufacturing amplifiers in Mexico in 1996 when most Fender amplifier manufacturing moved to the Ensenada factory in Mexico.,False,[]
220,"Based on the passages provided, it appears that the driver with the most championships is A. J. Foyt, who won seven USAC titles. However, the passages also mention ""Most championships: 14,"" ""Most championships: 20,"" and ""Most championships: 18,"" but do not specify who these championships belong to. Therefore, it is unclear from the information given who has won the most United States championships overall. If you are referring specifically to A. J. Foyt, he has seven USAC titles, but the other numbers suggest there may be others with more championships in different contexts.",False,[]
221,"Doug Williams is portrayed by Bill Hayes and Julie Olson Williams is portrayed by Susan Seaforth Hayes on ""Days of Our Lives."" They are considered the first supercouple in daytime television history and the actors are married in real life.",False,[]
222,"In the Bible, the pearl often symbolizes great value and the Kingdom of Heaven. Specifically, in the context of the Parable of the Pearl, the pearl represents the Kingdom of Heaven itself, illustrating its immense worth and the idea that it is worth sacrificing everything to obtain it. Additionally, in some interpretations, the pearl can also symbolize the Christian Church or Christ, reflecting the idea of something precious and worthy of pursuit.",False,[]
223,"Lynyrd Skynyrd's plane crash happened on October 20, 1977.",False,[]
224,"Fungi typically occupy a crucial role in food webs as decomposers. They break down organic matter, such as dead plants and animals, recycling nutrients back into the ecosystem. In the context of the microbial food web, fungi can interact with various microbes, including bacteria and protists, contributing to nutrient cycling and energy flow within the ecosystem. They can also form symbiotic relationships with plants, as seen in the Wood Wide Web, enhancing nutrient exchange and supporting plant health. Thus, fungi are essential components of both terrestrial and aquatic food webs, functioning primarily as decomposers and symbionts.",False,[]
225,"The film ""An Officer and a Gentleman"" stars Richard Gere, Debra Winger, and Louis Gossett Jr.",False,[]
226,"The first Nobel Prize in Physics was awarded in 1901, but the passage does not specify the name of the recipient.",False,[]
227,"The Supreme Court of the Philippines holds the highest judicial authority in the country, exercising judicial power. Its primary powers include:

1. **Judicial Review**: The Supreme Court has the authority to review laws and executive actions to ensure they comply with the Constitution. It can declare laws or actions unconstitutional.

2. **Final Appellate Jurisdiction**: The Court serves as the final arbiter of legal disputes, hearing appeals from lower courts on various matters, including civil, criminal, and administrative cases.

3. **Interpretation of Laws**: The Supreme Court interprets laws and their applications, providing clarity and guidance on legal matters.

4. **Protection of Rights**: The Court has the power to protect individual rights and liberties, ensuring that justice is served and that the rule of law is upheld.

5. **Advisory Role**: The Supreme Court can provide advisory opinions on legal questions referred to it by the President or other government officials.

Overall, the Supreme Court plays a crucial role in maintaining the rule of law and upholding the Constitution in the Philippines.",False,[]
228,The Duluth Model is an intervention program that emphasizes a psycho-educational approach to addressing intimate partner violence (IPV) by focusing on re-educating men and replacing maladaptive attitudes. It utilizes the 'power and control wheel' to conceptualize IPV as a means of maintaining male privilege and aims to promote behaviors that align with the 'equality wheel.' The program coordinates the actions of various agencies to create a more effective response to domestic violence.,False,[]
229,"The name ""Loyola University"" comes from St. Ignatius of Loyola, who was the founder of the Society of Jesus (Jesuits). The various institutions named after him, such as Loyola University Chicago and Loyola Marymount University, reflect his influence and the Jesuit educational tradition. The Jesuits have established numerous schools and colleges worldwide, often incorporating ""Loyola"" in their names to honor their founder.",False,[]
230,"Primary ossification centers typically appear during prenatal development, specifically during fetal development.",False,[]
231,"Anant Chaturdashi is celebrated in honor of Lord Ganesha, as it marks the end of the Ganesh festival and involves bidding farewell to Ganesha by immersing his idols in water. Additionally, it also involves the worship of Ananta, the coiled snake on which Lord Vishnu resides.",False,[]
232,The Lincoln Highway in Indiana begins at the Illinois state line and ends at the Ohio state line.,False,[]
233,"The passages provided do not mention an actress named Baker in relation to ""Blue Bloods."" Therefore, based on the information given, it is not possible to identify an actress who plays a character named Baker on ""Blue Bloods."" If you have more specific information or context, please provide it, and I would be happy to help further!",False,[]
234,"Computer usage became widespread in schools by the early 1980s, with significant growth occurring throughout the 1980s and into the 1990s. By 1989, computers were present in nearly every school district in the United States. In homes, the widespread adoption of personal computers began in the 1980s as well, particularly with the introduction of the IBM PC and Apple computers. By the mid-1990s, computers had become common in both homes and schools, with increasing access to technology continuing into the 2000s.",False,[]
235,"The first non-Native American settlers in the regions mentioned in the passages were primarily ""Yankee"" settlers from New England, descended from the English Puritans who settled in New England during the colonial era. They began arriving in various areas, such as Adams County, Whitley County, and Boone County, around 1835, encouraged by factors like the end of the Black Hawk War and the completion of the Erie Canal. These settlers were primarily members of the Congregational Church, although many had converted to Methodism or become Baptists due to the Second Great Awakening.",False,[]
236,"Nana from ""Snow Dogs"" is a Border Collie.",False,[]
237,"The first political society started under British rule in India was the Free India Society, which was a political organization of Indian students in England committed to obtaining the independence of India from British rule.",False,[]
238,"The actor who played Barry Frost on ""Rizzoli & Isles,"" Lee Thompson Young, passed away in 2013. His character was killed off in the season five premiere of the show due to a car accident while returning from vacation, which was influenced by the actor's death.",False,[]
239,"Ancient Egypt used a formal writing system known as Egyptian hieroglyphs, which combined logographic, syllabic, and alphabetic elements, consisting of about 1,000 distinct characters. Additionally, hieratic was used alongside hieroglyphs for writing in Old and Middle Egyptian, and later became the dominant form of writing in Late Egyptian.",False,[]
240,"The theme song for ""The Man with the Golden Gun"" was performed by Scottish singer Lulu.",False,[]
241,"The provided passages do not contain information about the release dates for any downloadable content (DLC) for Tom Clancy's Rainbow Six Siege. To find out when the DLC for Rainbow Six Siege was released, you may need to consult official sources or gaming news outlets.",False,[]
242,"The first earthquake early warning system mentioned in the passages is called the Urgent Earthquake Detection and Alarm System (UrEDAS), which was designed for Japan Railways.",False,[]
243,"The phrase ""so come and dance with me"" is reminiscent of the song ""Jai Ho,"" which was performed by A.R. Rahman and sung by various artists in the context of the film ""Slumdog Millionaire."" However, the specific phrase you mentioned does not directly correlate to a well-known lyric from that song. If you are looking for a specific artist or version, please provide more context.",False,[]
244,"The song ""End of the Road"" debuted at number 53 on the ""Billboard"" Hot 100 on July 18, 1992. It reached number one on August 15, 1992. If you are referring to the films or the novel mentioned in the passages, please specify which one you mean.",False,[]
245,"The passages provided do not specify who the all-time leading scorer in NCAA tournament history is. However, they mention that Meghan Agosta became the all-time leading goal scorer in NCAA history for women's ice hockey with her 151st career goal. For basketball, the passages reference Lynette Woodard as the major college basketball's career women's scoring leader, but do not provide a definitive answer for the all-time leading scorer in NCAA tournament history. Therefore, based on the information given, the answer cannot be determined.",False,[]
246,"Ireland gained its independence from the United Kingdom on 6 December 1922, when the Irish Free State became independent in accordance with the Treaty.",False,[]
247,"National Service in the UK was officially abolished in 1960. The last conscripts were called up in 1959, and the National Service Act was terminated, ending the compulsory military service that had been in place since the post-World War II period.",False,[]
248,"The seventh season of ""Game of Thrones"" consists of seven episodes.",False,[]
249,"The last time Michigan defeated Ohio State, according to the passages provided, was on November 23, 1946, when Michigan won by a score of 58 to 6.",False,[]
250,There are 203 members in the Pennsylvania House of Representatives.,False,[]
251,"The president derives the authority to issue executive orders from multiple sources, primarily from Article Two of the United States Constitution, which grants the president broad executive and enforcement authority. This allows the president to use discretion in enforcing laws and managing the executive branch. Additionally, the authority to issue executive orders can also stem from express or implied Acts of Congress that delegate some degree of discretionary power to the president.",False,[]
252,"The men's curling event at the 2018 Winter Olympics was won by John Shuster's team from the United States, who earned the gold medal.",False,[]
253,"The baby elephant's name in ""The Jungle Book"" is Hathi Jr.",False,[]
254,"The song ""Tell Me Something Good"" was sung by Rufus and Chaka Khan.",False,[]
255,"In the early 1800s, California society was dominated by the ""Californios,"" who were a Spanish-speaking population consisting of about 800 families primarily engaged in ranching. They were the predominant group in California before the influx of Anglo settlers, particularly during the California Gold Rush that began in 1848.",False,[]
256,"The Forbidden City was ordered to be built by the Yongle Emperor, who decided to transfer the capital from Nanjing to Beijing in 1407.",False,[]
257,"the portal tomb, which consists of upright stones (orthostats) with one or more large flat capstones forming a roof.",False,[]
258,"The United States abandoned the gold standard on April 19, 1933.",False,[]
259,"Movies began to come out in color with the development of early color processes in the 1910s, but the first feature-length motion picture in full color was ""Becky Sharp,"" released in 1935. Prior to that, films were typically shot in black-and-white and then hand-colored or machine-colored afterwards. The prevalence of color films increased significantly in the 1950s, particularly due to the rise of television and the breakup of Technicolor's monopoly on color film production. By 1954, over 50 percent of American films were made in color.",False,[]
260,"The four requirements to establish criminal liability for gross negligence manslaughter are:

1. **Existence of a Duty of Care**: The defendant must have a legal duty to care for the victim.
2. **Breach of Duty**: The defendant must have breached that duty, resulting in the death of the victim.
3. **Risk of Death**: The risk of death must be one that would be obvious to a reasonable prudent person in the position of the defendant.
4. **Causal Relationship**: There must be a causal relationship established between the breach of duty and the harm caused (the death). 

These elements must be proven for a conviction of gross negligence manslaughter.",False,[]
261,"The last episode of ""The Vampire Diaries"" aired on March 10, 2017.",False,[]
262,"The new season of The Little Couple premiered on September 19, 2017.",False,[]
263,"The main stars of ""Pirates of the Caribbean: Dead Men Tell No Tales"" include Johnny Depp, who portrays Captain Jack Sparrow, Kevin McNally as Joshamee Gibbs, and Geoffrey Rush as Hector Barbossa. Additionally, Javier Bardem, Brenton Thwaites, and Kaya Scodelario are also part of the cast.",False,[]
264,Gupta Empire.,False,[]
265,The lead singer of Collective Soul is Ed Roland.,False,[]
266,"The original ""Planet of the Apes"" was filmed at locations near Page, Arizona, with Horseshoe Bend on the Colorado River standing in for the Forbidden Zone.",False,[]
267,"The ""Teenage Mutant Ninja Turtles"" animated series aired on Nickelodeon in the United States from September 29, 2012, to November 12, 2017. Additionally, the original Teenage Mutant Ninja Turtles comic book characters were created in 1983. The franchise has seen various adaptations and releases over the years, including video games and merchandise.",False,[]
268,"The longest-serving manager in Manchester United's history is Sir Alex Ferguson, who managed the club for over 26 years.",False,[]
269,The Chief Election Commissioner acts as the chairman of the Election Commission.,False,[]
270,"In ""Akame ga Kill!"", several members of the Night Raid group face tragic fates throughout the series. Key characters who die include:

1. **Leone** - She sacrifices herself in a battle against the Empire.
2. **Sheele** - She is killed by a member of the Jaegers.
3. **Mine** - She dies during a confrontation with the antagonist, Esdeath.
4. **Akame** - While she survives the series, many of her comrades do not.
5. **Najenda** - She dies in the final battle.

These deaths contribute to the series' themes of sacrifice and the harsh realities of war.",False,[]
271,"Bethesda, Maryland, is just outside the U.S. capital, Washington, D.C. Additionally, the Nanjemoy area is becoming increasingly popular with Washington-area commuters, indicating that it is also relatively close to Washington, D.C.",False,[]
272,"The name of the restaurant in Seinfeld is ""The Cafe.""",False,[]
273,"The last time the Seattle Seahawks won the Super Bowl was in 2013, when they defeated the Denver Broncos in Super Bowl XLVIII.",False,[]
274,"The first season of ""The Crown"" consists of 10 episodes.",False,[]
275,"The original singer of ""Fool (If You Think It's Over)"" is Chris Rea.",False,[]
276,"The passages provided do not mention anyone being executed for being an American spy during the Revolutionary War. They primarily discuss individuals associated with espionage and war crimes during the American Civil War and World War II. Therefore, based on the information given, there is no answer to the question regarding an American spy executed during the Revolutionary War.",False,[]
277,"The passages provided do not contain information about who played the twins in ""The Darling Buds of May."" However, in the original TV series, the twins, known as the Larkin children, were played by actors who portrayed the characters of Zinnia and Petunia Larkin. If you need specific names, they are played by actress and actor respectively. If you would like more detailed information, please let me know!",False,[]
278,Seattle Slew won the Triple Crown in 1977.,False,[]
279,"The song ""How Long Has This Been Going On?"" has been sung by several artists, including Van Morrison, who recorded it in 1995, and Sarah Vaughan, who recorded it on her 1978 album of the same name.",False,[]
280,"The legal drinking age was changed to 21 in New York effective December 1, 1985, and in Wisconsin effective September 1, 1986, as part of the compliance with the National Minimum Drinking Age Act of 1984. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21.",False,[]
281,"The passages provided do not specify who did the whistling in ""The Muppet Movie."" They mention various contributions by Robin Williams and Jim Henson's Henson Productions, but there is no information about a specific person responsible for whistling in that film.",False,[]
282,"The process that causes the continents to drift apart is known as **continental drift**, which is now understood in the context of **plate tectonics**. This theory explains that the Earth's continents move over geologic time due to the movement of tectonic plates that make up the Earth's lithosphere. 

The mechanisms behind this movement include:

1. **Slab Pull**: This occurs when a tectonic plate sinks into the mantle at a subduction zone, pulling the rest of the plate along with it.
   
2. **Ridge Push**: This happens at mid-ocean ridges where new oceanic crust is formed. As the new crust cools and becomes denser, it pushes the older crust away from the ridge.

3. **Mantle Convection**: Proposed by Arthur Holmes, this mechanism involves the movement of the mantle's molten rock, which creates currents that can cause the tectonic plates to move.

These processes lead to the gradual separation and movement of continents, as they ride on the tectonic plates that are constantly shifting due to the dynamics of the Earth's interior.",False,[]
283,"The phrase ""Life is just a bowl of cherries"" is popularized by the song ""Life Is Just a Bowl of Cherries,"" which was introduced by Ethel Merman in 1931. The song's lyrics suggest a lighthearted view of life, but it is not attributed to a specific individual as a saying outside of the song.",False,[]
284,"The nuclear model of the atom was proposed by Ernest Rutherford in 1911. Additionally, Hantaro Nagaoka proposed an early nuclear model of the atom in 1904, but Rutherford's model is more widely recognized as the foundational nuclear model.",False,[]
285,"The character LeFou in the 1991 animated film ""Beauty and the Beast"" was voiced by actor Jesse Corti.",False,[]
286,"The New Orleans Saints have won the Super Bowl once. They won their first and only Super Bowl (Super Bowl XLIV) in the 2009 season, defeating the Indianapolis Colts.",False,[]
287,"""I Wanna Dance with Somebody (Who Loves Me)"" was written by George Merrill and Shannon Rubicam.",False,[]
288,"""Goodbye, Mr. Chips"" is a novella that focuses on the life of a schoolteacher, specifically Mr. Chipping, and explores themes related to his legacy and the impact he had on his students at a British boarding school.",False,[]
289,"The creation of human beings in the ""Kumulipo"" occurs during the ""ao"" (day) section, which corresponds to mankind.",False,[]
290,"The Indian myna, also known as the common myna (""Acridotheres tristis""), is native to southern Asia, particularly in countries such as Nepal, India, Pakistan, and Bangladesh.",False,[]
291,"Ethiopian Airlines Flight 961 crashed into the Indian Ocean near Comoros after being hijacked on November 23, 1996. The plane ran out of fuel, leading to a crash-landing that resulted in the deaths of 125 out of the 175 passengers and crew on board, including the three hijackers.",False,[]
292,"In the United Kingdom, mobile numbers begin with the prefix ""07,"" followed by a total of nine digits.",False,[]
293,"The fictional character whose favorite song was ""Blueberry Hill"" is Lymie.",False,[]
294,"Wilt Chamberlain scored the most points in a game in NBA history, with 100 points for the Philadelphia Warriors against the New York Knicks on March 2, 1962.",False,[]
295,"John Clark Sr. on ""NYPD Blue"" was played by an actor in the series during the 2002-2003 season, but the provided passages do not specify the name of the actor who portrayed him.",False,[]
296,"The decision to leave the European Union was made on 23 June 2016, when the United Kingdom held a referendum in which the electorate voted to leave the EU.",False,[]
297,"The passage does not provide the name of the current representative for Arizona's 9th congressional district. It only mentions that the district was created as a result of the 2010 Census and that the first representative was seated for the 113th Congress in 2013. To find out who currently represents Arizona's 9th district, you would need to look up more recent information.",False,[]
298,"The passages provided do not specify who played Dwight Schrute's brother on ""The Office."" However, it is known from the show that Dwight's brother, who is mentioned in the context of Dwight's character, is not portrayed by a specific actor in a significant role. If you are looking for more detailed information about the character or the actor, please let me know!",False,[]
299,The India–Pakistan Border is known locally as the International Border (IB).,False,[]
300,"The provided passages do not mention any upcoming movie featuring Ajay Devgn and Sonakshi Sinha. Therefore, I cannot provide information about a new movie involving them based on the given text. If you have any other questions or need information on a different topic, feel free to ask!",False,[]
301,The weapon that the Grim Reaper carries is called the techno-scythe.,False,[]
302,Two fibers that are made of proteins are wool and silk.,False,[]
303,"The provided passages do not contain information about the 2018 Super Bowl halftime show. Therefore, I cannot answer your question based on the given text. However, I can tell you that the 2018 Super Bowl halftime show was headlined by Justin Timberlake.",False,[]
304,"The song ""She's Gone Gone Gone"" is performed by Lefty Frizzell.",False,[]
305,"The major countries involved in the Cold War included the United States and the Soviet Union, which were the primary participants. Additionally, the United Kingdom, People's Republic of China, and France were also significant players, particularly due to their development of nuclear weapons during the early years of the Cold War. Other countries mentioned that played roles in the context of the Cold War include those in the Eastern Bloc, such as Poland, East Germany, Czechoslovakia, Romania, and Bulgaria, as well as Western Bloc nations that were part of NATO. Sweden, while not officially participating, also played a notable role due to its strategic location.",False,[]
306,The Lord's Prayer can be found in the Bible in two main places: Matthew 6:9-13 and Luke 11:2-4.,False,[]
307,"In ""Gotham by Gaslight,"" Jack the Ripper is portrayed as a character who is secretly imprisoned in a London insane asylum. He is called upon to help Scotland Yard solve a series of murders that share the iconic death brand of dual puncture wounds to the neck.",False,[]
308,"The film ""Walk the Line"" starred Joaquin Phoenix as Johnny Cash and Reese Witherspoon as June Carter Cash.",False,[]
309,"""Harry Potter and the Philosopher's Stone"" was published by Bloomsbury in the United Kingdom on 26 June 1997.",False,[]
310,Jason Lee plays David Seville in the Alvin and the Chipmunks films.,False,[]
311,"The word that means separation of church and state is ""disestablishment.""",False,[]
312,"The movie ""The Star"" was released in theaters on November 17, 2017. It was later released digitally on February 6, 2018, and on DVD and Blu-ray on February 20, 2018.",False,[]
313,"The first NFL Thursday Night Football game featured the Houston Texans and the Cincinnati Bengals, with Deshaun Watson starting for the Texans.",False,[]
314,"Social Security numbers began to be assigned at birth in the year 2000. Prior to this, it was formerly the case that citizens were not issued a Social Security number until their first paid employment.",False,[]
315,"""Love & Hip Hop: New York"" returned on the following dates for its respective seasons:

- Sixth season: December 14, 2015
- Seventh season: November 21, 2016
- Ninth season: November 26, 2018
- Fifth season: December 15, 2014

If you are asking about the most recent return, the ninth season premiered on November 26, 2018.",False,[]
316,"Nicole DuPort played Amy Grant in ""I Can Only Imagine.""",False,[]
317,"According to the passages, 15.5% of the populace lived below the poverty line.",False,[]
318,"The passage does not provide the name of the current president of the Republic of Zambia. It only lists titles related to Zambia and Zimbabwe. To find the current president, you may need to consult a reliable and up-to-date source.",False,[]
319,"South by Southwest typically starts in early March. For example, in 2019, it began on March 8.",False,[]
320,"Real Madrid has won the Champions League three times in a row, achieving this feat by winning the titles in 2016, 2017, and 2018.",False,[]
321,"The study of media effects began in the 1930s, marking the start of the second phase of media effects studies that emphasized empirical research and the complex nature of media effects on individuals.",False,[]
322,"Pyeongchang, South Korea, is going to host the 2018 Winter Olympics.",False,[]
323,"The Battle of Britain Memorial Flight is currently based at RAF Coningsby in Coningsby, Lincolnshire.",False,[]
324,"The passages mention multiple events referred to as the ""World Cup"" in 2018, each held in different locations:

1. A World Cup in Shoreditch, London, with finals at Wembley.
2. The 2018 Athletics World Cup in London, United Kingdom.
3. The 2018 World Cup in Florence, Italy.
4. The World Cup 2018 held by the USA team.
5. The World Cup 2018 featuring Croatia.

Based on the information provided, the location of the World Cup varies depending on the specific event being referred to. However, the most prominent mention of a World Cup in 2018 appears to be in Florence, Italy.",False,[]
325,"""The Walking Dead"" comics were published monthly, beginning in 2003. Additionally, a reprint series titled ""The Walking Dead Weekly"" was announced when the television series premiered in October 2010, with the first 52 issues being reprinted weekly starting January 5, 2011.",False,[]
326,"The Fifth Round matches of the FA Cup are played on the weekend of 14 to 16 February in the years mentioned in the passages. Specifically, for the years referenced:

- In 2008, the matches were held over the weekend of 16 February.
- In 2009, the matches were played on the weekend of 14 February, with one match on 8 March due to a postponement.
- In 2015, the matches took place between 14 and 16 February.
- In 2014, the Fifth Round draw was held on 26 January, but the specific match dates are not provided in the passage.

Thus, the Fifth Round is typically played around mid-February.",False,[]
327,"The second series of ""Keeping Faith"" began broadcasting on S4C on 12 May 2019 and commenced on BBC One on 23 July 2019. If you are asking about a new series beyond that, the passages do not provide information on any subsequent series or their start dates.",False,[]
