id,cot_output,correctness,true_answer
62,"The original Palace of Versailles was built by King Louis XIII. He began the construction of the hunting lodge in 1623, which later evolved into the grand palace that was significantly enlarged and transformed by his son, Louis XIV, in the 17th century.",True,"['Louis XIII', 'Louis XIII', 'louis xiii of france s', 'louis 13', 'Louis XIII of France', 'Louis Xiii', 'Louis the 13', 'Louis the 13th', 'louis 13th', 'Louis Xiii of France', 'king louis xiii', 'ludwig xiii', 'louis xiii', ""Louis XIII of France's"", 'louis xiii of france', 'Louis Treize', 'Louis xiii', 'Louis II of Navarre', 'Louis Xiii Bourbon', 'Louis XIII Bourbon', 'louis ii of navarre', 'Louis 13th', 'Louis 13', 'louis treize', 'Ludwig XIII', 'louis xiii bourbon', 'lewis xiii', 'Lewis XIII', 'King Louis XIII']"
63,"To answer the question step-by-step:

1. **Identify the individuals**: Mme de Pompadour and Mme Du Barry were both prominent figures in French history, known for their relationships with a French king.

2. **Determine their roles**: Both women served as maîtresses-en-titre (official mistresses) to the king, which means they held significant influence at court.

3. **Identify the king**: The French king associated with both Mme de Pompadour and Mme Du Barry is King Louis XV.

4. **Confirm the timeline**: Mme de Pompadour was the mistress of Louis XV from 1745 until her death in 1764, while Mme Du Barry became his mistress later, around 1769, and remained so until his death in 1774.

5. **Conclusion**: Therefore, the answer to the question is King Louis XV.

Answer: King Louis XV.",True,"['Louis XV', 'Louis XV', 'Louis XV of France', 'louis le bien aime', 'LOUIS XV', 'king louis xv', 'louis vx of france', 'louis beloved', 'Louis VX of France', 'Louis the XV', 'Louis XV of france', 'Louis le bien aime', 'louis xv', 'Louis xv', 'louis xv beloved', 'louis xv of france', 'louis le bien aimé', 'luis xv', 'Louis le bien aimé', 'Louis XV the Beloved', 'Luis XV', 'King Louis XV', 'Louis Xv', 'Louis the Beloved']"
64,The London statue 'The Angel of Christian Charity' is more commonly known as 'The Angel of the North.',False,"['Eros', 'Eros', 'eros god', 'Greek god of love', 'Eros (god)', 'Eros (mythology)', 'eros', 'greek god of love', 'love mythology', 'Love (mythology)', 'eros mythology']"
65,"The 1936 Summer Olympic Games were declared open by Adolf Hitler and the President of the International Olympic Committee, Henri de Baillet-Latour.",True,"['Adolf Hitle', 'Adolf Hitler', ""Hitler's"", 'Hitler', 'Adolf Hiler', 'adolf hitler s medical condition', 'Aldof Hilter', 'hitleradolph', 'herr hitler', 'Herr Wolf', 'hitlers medical health', 'Health of Adolf Hitler', 'adolph schicklgruber', 'adolpf hitler', 'Adolph hitler', 'adolph hittler', 'Adolf Schicklgruber', 'Herr Hitler', ""Adolph Hitler's medical health"", 'adolfhitler', 'Day of Potsdam', 'adolf hitler', ""Adolf Hitler's medical health"", 'adolph schickelgruber', 'Hitler,Adolf', 'Hitlet', 'hitler adolph', 'Adolf Hister', 'Hitler, adolf', 'Hitler,Adolph', 'Adolph Hiter', 'nazi leader', 'Hitlar', 'hitler', ""Adolf Hitler's medical condition"", 'hitler s', 'Adoff Hitler', 'adolphhitler', 'Adolf HItler', 'adolf hister', 'HITLER', 'adolph hiedler', ""Hitler's medical health"", 'Hittler', 'adoff hitler', 'adolph hiter', 'Nazi leader', 'Adolph Hittler', 'hitler adolf', 'Adolf Schickelgruber', 'adolfus hitler', 'Adolpf Hitler', 'Adolph Hitler', 'Adolf Hiedler', 'hitlers', 'adolph hitler s health', 'adolph hitler s medical health', 'hitleradolf', 'adolf schicklgruber', 'hitlet', 'adolf hitle', 'herr wolf', 'hitlar', ""Hitler's health"", 'adolph schicklegruber', 'History of Adolf Hitler', 'Hitler adolf', 'Adolf hitler', 'adolf hiler', 'adolf schickelgruber', 'Hitler Adolph', ""Adolf Hitler's health"", 'AdolphHitler', 'Adlof hitler', 'Adolf Hitlier', 'Hitler, Adolph', 'Adolfus Hitler', 'Adolph Schickelgruber', 'history of adolf hitler', 'Adolph Hiedler', 'Adolph Schicklegruber', 'day of potsdam', 'Hitler, Adolf', 'AdolfHitler', 'adolf hitler s medical health', 'Adolf Schicklegruber', 'adolf hiedler', 'health of adolf hitler', 'adolf hitler s health', 'Adolf Hilter', 'Adolf Hittler', 'Hitler Adolf', 'hittler', 'adolf schicklegruber', 'ADOLF HITLER', 'hitler s health', 'Hitlers medical health', 'adolf hitlier', 'Hitlerian', 'HitlerAdolph', 'adlof hitler', 'Hitlers', 'hitlerian', 'adolf hittler', 'adolph hitler', 'HitlerAdolf', 'Adolph Schicklgruber', ""Adolph Hitler's health"", 'adolf hilter', 'hitler s medical health', 'aldof hilter']"
66,"The article that has parts called cantle, skirt, flap, and pommel is a saddle. 

Here's the breakdown:

1. **Cantle**: This is the raised back part of the saddle that helps to keep the rider in place.
2. **Skirt**: This is the part of the saddle that extends down from the seat and helps to protect the horse's sides.
3. **Flap**: This is the part that hangs down on the side of the saddle, often covering the stirrup leathers.
4. **Pommel**: This is the front part of the saddle that rises above the seat and helps to keep the rider secure.

Thus, the answer is a saddle.",True,"['Saddle', 'Saddle tree', 'Cantle', 'Pommel (saddle)', 'Saddlemaker', 'pommel saddle', 'saddlery and harness', 'cantle', 'Knee roll', 'knee roll', 'Saddlery and Harness', 'saddlemaker', 'saddle', 'saddle tree']"
67,"The event that takes place on Cooper's Hill in Gloucestershire every Spring Bank Holiday is the traditional cheese rolling race. During this race, participants chase a wheel of Double Gloucester cheese down the hill. The first person to reach the bottom of the hill wins the cheese. This quirky and exhilarating event attracts many competitors and spectators each year.",True,"['The Cheese', 'lower hutt wellington', 'hutt city', 'hutt city council', 'Lower Hutt CBD', 'A CHEESE', 'cheese', 'Lower Hutt', 'Lower hutt', 'lower hutt', 'lower hutt new zealand', 'Hutt City, New Zealand', 'Lower Hutt, New Zealand', 'Hutt City', 'Lower Hutt, Wellington', 'Hutt City Council', 'lower hutt cbd', 'hutt city new zealand', 'Lower Hutt City', 'lower hutt city']"
68,"The country Myanmar is still known in many parts of the world by its prior name, Burma.",True,"['Burma (Myanmar)', 'Union of Myanmar', 'Birma', 'Birmanie', 'Burma', 'Myanmar', 'Socialist Republic of the Union of Burma', 'Republic of the Union of Myanmar', 'Myanma', 'Birmania', 'Mayanmar', 'burmese republic', 'Mianmar', 'myanmar', 'etymology of burma', 'Myanmar/(Burma)', 'birman empire', 'union of burma', 'myanmer', 'Pyi-daung-zu Myan-ma Naing-ngan-daw', 'mianmar', 'birma', 'burma', 'Birman Empire', 'Myanmar (formerly Burma)', 'pyi daung zu myan ma naing ngan daw', 'Borders of Burma', 'မြန်မာပြည်', 'pyidaunzu thanmăda myăma nainngandaw', 'myanma', 'Burma/Myanmar', 'economic sanctions against myanmar', 'ISO 3166-1:MM', 'Pyidaunzu Thanmăda Myăma Nainngandaw', 'Burma-Myanmar', 'Myanmar (Burma)', 'Myammar', 'Sanctions against Burma', 'Myanmar/Burma', 'myanmar burma', 'socialist republic of union of burma', 'mayanmar', 'burma myanmar', 'myammar', 'birmania', 'ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော', 'economic sanctions against burma', 'Economic sanctions against Myanmar', 'Union of burma', 'union of myanmar', 'ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်', 'sanctions against burma', 'borders of burma', 'republic of union of myanmar', 'eastern burma', 'Eastern Burma', 'Economic sanctions against Burma', 'birmanie', 'Myanmer', 'Etymology of Burma', 'myanmar formerly burma', 'Republic of The Union of Myanmar', 'iso 3166 1 mm', 'Burmese Republic']"
69,"To answer the question about the only Prime Minister of Britain to be assassinated, we can follow these steps:

1. **Identify British Prime Ministers**: Start by recalling the list of British Prime Ministers throughout history.

2. **Consider Assassination Events**: Look for any historical events involving the assassination of a Prime Minister.

3. **Research Historical Context**: Investigate if any Prime Minister was killed due to political motives or violence.

4. **Confirm the Information**: Verify the details to ensure accuracy.

After going through these steps, we find that the only British Prime Minister who was assassinated is **Spencer Perceval**. He was shot and killed in the House of Commons on May 11, 1812.",True,"['Spencer Perceval', 'spencer percival', 'Spencer Perceval, KC', 'Spencer perceval', 'Spencer Percival', 'spencer perceval kc', 'spencer perceval', 'Spencer Perceval KC']"
70,"John Forsythe was a regular in the TV series ""Charlie's Angels,"" but he was never seen on screen. He provided the voice of Charlie Townsend, the mysterious boss of the Angels, but his character was never physically shown in the series.",True,"[""Charlie's Angels"", 'Charlie’s Angels', 'charlie s angels', 'charles 22charlie 22 townsend', ""Charlie's Angels (2010 TV series)"", 'charlie s angles', ""Charlie's angles"", 'charlie s angels 2010 tv series', 'charley s angels', 'charlie s angels 1976 tv series', 'Charlies Angels', 'Charlies angels', ""Charlie's Angels (1976 TV series)"", ""Charley's angels"", 'Charles %22Charlie%22 Townsend', 'charlies angels']"
71,"To answer the question step-by-step:

1. **Identify the Year**: The question specifies the year 1976, which is significant for gymnastics due to the Summer Olympics held in Montreal, Canada.

2. **Recall the Event**: The 1976 Summer Olympics featured gymnastics as one of the prominent sports, and many gymnasts competed for medals.

3. **Focus on Achievements**: The gymnast in question scored 7 maximum scores of 10, which indicates exceptional performances in her routines.

4. **List the Medals**: The gymnast won three gold medals, one silver, and one bronze, highlighting her dominance in the competition.

5. **Identify the Gymnast**: The gymnast who fits this description is Nadia Comăneci. She is famous for being the first gymnast to score a perfect 10 in Olympic history and achieved multiple perfect scores during the 1976 Olympics.

6. **Confirm the Details**: Nadia Comăneci won three gold medals (in the all-around, uneven bars, and balance beam), one silver (in the team event), and one bronze (in the floor exercise).

Based on this analysis, the answer is:

**Nadia Comăneci**.",True,"['Nadia Elena Comăneci', 'Nadia Comăneci', 'Comaneci', 'Nadia Comaneci', 'Comăneci', 'comaneci nadia', 'Nadia Comenici', 'nadia comeneci', 'nadia comăneci', 'nadia comaneci', 'Nadia comeneci', 'Nadia Elena Comaneci', 'nadia comenici', 'nadia elena comăneci', 'Nadia Comeneci', 'nadia elena comaneci', 'comăneci', 'Comaneci, Nadia', 'comaneci']"
72,"To answer the question step-by-step:

1. **Identify Tanjung Piai**: Tanjung Piai is located in Malaysia and is known as the southernmost point of mainland Asia.

2. **Determine the geographical context**: Tanjung Piai is situated near the Johor Strait, which separates Malaysia from Singapore.

3. **Identify the country across the strait**: Since Tanjung Piai is in Malaysia and the Johor Strait lies between Malaysia and Singapore, the skyline visible from Tanjung Piai would be that of Singapore.

4. **Conclusion**: Therefore, if you are standing at Tanjung Piai, you can see the skyline of Singapore across the strait.

Answer: Singapore.",True,"['Singapore', 'Singapor', 'Capital of Singapore', 'Cingkappur', 'Singapore Kudiyarasu', 'Lion City', 'singapore basic facts', 'singy', 'Light of the South', 'Republik Singapura', 'singapore kudiyarasu', 's pore', 'Xīnjiāpō Gònghéguó', 'Singapore City (disambiguation)', 'singapore city disambiguation', ""S'pore"", 'SG100', 'Singy', 'Xinjiapo', 'sg100', 'singapore singapore', 'cingkappur', 'signapore', 'singpore', 'xīnjiāpō', 'republik singapura', 'singapore', 'xīnjiāpō gònghéguó', ""Hsin-chia-p'o Kung-ho-kuo"", 'Cingkappur Kudiyaracu', 'hsin chia p o', 'sinjiapo', 'Signapore', 'singapor', 'Etymology of Singapore', 'Republic of Singapore', 'singapore as regional and global hub', 'xinjiapo gongheguo', 'Singapour', 'Singapore as a regional and global hub', 'singapore country', 'city of singapore', '新加坡', 'hub in singapore context', 'Singapore basic facts', 'cingkappur kudiyaracu', '新加坡共和国', 'Singapore City', 'Republic Of Singapore', 'City of Singapore', 'Singapore (Country)', 'xinjiapo gònghégúo', 'சிங்கப்பூர் குடியரசு', 'lion city', 'HUB in a Singapore context', 'manchester of east', 'xinjiapo', 'SINGAPORE', 'Xinjiapo Gònghégúo', 'Xinjiapo Gongheguo', 'Singapore, Singapore', 'Singpore', 'Xīnjiāpō', 'Sinjiapo', 'asia singapore', 'சிங்கப்பூர்', 'xin jia po', 'singapore city', 'hsin chia p o kung ho kuo', ""Hsin-chia-p'o"", 'Statistics of Singapore', 'etymology of singapore', ""S'porean"", 'Sing a pore', 'capital of singapore', 'Singa Pura', 'UN/LOCODE:SGSIN', 'singa pura', 'iso 3166 1 sg', 'republic of singapore', 'Manchester of the East', 's porean', '新加坡共和國', 'ISO 3166-1:SG', 'sing pore', 'light of south', 'un locode sgsin', 'Asia/Singapore', 'Xin Jia Po', 'The Manchester of the East', 'statistics of singapore', 'singapour']"
73,"In the 1960s television series ""Batman,"" Robin, Batman's sidekick, wears a red cape.",False,"['Yellow', 'Yellowest', 'Symbolism of yellow', 'White yellow', 'yellowy', '(255, 255, 0)', 'Yellower', 'yellowishly', 'Yellow color', 'yellower', 'Yelow', 'royal yellow', 'symbolism of yellow', 'Yellowishly', 'yellow colour', 'yellowwhite', 'Royal yellow', 'Yellow (color)', 'white yellow', 'Yellow white', 'yellow color', 'yellow white', 'dark yellow', 'Yellowy', 'Yellow-white', 'yellow', 'Whiteyellow', 'whiteyellow', 'yelow', 'Rgb(255, 255, 0)', 'Dark yellow', 'Yellow (Colour)', 'Yellow (colour)', 'White-yellow', '255 255 0', 'rgb 255 255 0', 'yellowishness', 'yellowest', 'Yellowishness', 'Yellowwhite']"
74,"To answer the question ""Who created the fictional character 'Tilly Trotter'?"", we can follow these steps:

1. **Identify the Character**: Recognize that Tilly Trotter is a fictional character, which suggests she is from a book or series.

2. **Research the Character**: Look into the background of Tilly Trotter to find out which author created her. 

3. **Find the Author**: Tilly Trotter is a character from a series of novels.

4. **Confirm the Author**: The character Tilly Trotter was created by author Catherine Cookson.

Thus, the answer is: **Catherine Cookson**.",True,"['Dame Catherine Cookson', 'Katie McMullen', 'Catherine Cookson', 'Catherine Ann Davies', 'Catherine Marchant', 'catherine ann davies', 'catherine ann mcmullen', 'Mary Ann Shaughnessy', 'Catherine Ann McMullen', 'katie mcmullen', 'mary ann shaughnessy', 'tilly trotter', 'dame catherine cookson', 'Tilly Trotter', 'catherine cookson', 'catherine marchant', 'bill bailey trilogy', 'The Bill Bailey trilogy']"
75,"To determine the only country that shares a land border with Denmark, we can follow these steps:

1. **Identify Denmark's Geography**: Denmark is located in Northern Europe and consists of the Jutland Peninsula and numerous islands.

2. **Check Neighboring Countries**: The only land border that Denmark has is on the Jutland Peninsula. 

3. **Identify the Neighboring Country**: The country that shares this land border with Denmark is Germany.

4. **Conclusion**: Therefore, the only country to share a land border with Denmark is Germany.

Answer: Germany.",True,"['Germany', 'Germany', 'Deutchland', 'niemcy', 'Almanya', 'bundesrepublik deutschland', 'bundesdeutsch', 'f r germany', 'tyskland', 'Tyskland', 'germny', 'nemska', 'geramny', 'iso 3166 1 de', 'fr germany', 'Nimska', 'Germeny', 'vokietija', 'nimska', 'F.R. Germany', 'almanya', 'Němska', 'teutonica', 'Jermany', 'Federal Republic of Germany', 'ISO 3166-1:DE', 'Etymology of Germany', 'Foederal Republic of Germany', 'alemanha', 'United States of Germany', 'Germanio', 'Federal Republic Of Germany', 'Geramny', 'Germny', 'Teutonica', 'Alemanha', 'němska', 'deutchland', 'Niemcy', 'Duitsland', 'foederal republic of germany', 'deuchland', 'germanio', 'deutschland', 'land der dichter und denker', 'united states of germany', 'federal republic of germany', 'jermany', 'germeny', 'br deutschland', 'thyskaland', 'Vokietija', 'Bundesdeutsch', 'etymology of germany', 'Bundesrepublik Deutschland', 'duitsland', 'GERMANY', 'GermanY', 'FR Germany', 'Nemska', 'Land der Dichter und Denker', 'BR Deutschland', 'Thyskaland', 'Deuchland', 'GerMany', 'germany', 'Deutschland', 'THyskaland']"
76,"To determine who was the youngest person to become president of the USA, we can follow these steps:

1. **Identify the criteria for the presidency**: A person must be at least 35 years old to serve as president.

2. **Research historical presidents**: We need to look at the ages of all individuals who have held the office of president.

3. **Find the youngest president**: Among all the presidents, we need to identify who took office at the youngest age.

4. **Check the records**: John F. Kennedy was inaugurated as president on January 20, 1961, at the age of 43. However, the youngest president to assume office was Theodore Roosevelt, who became president at the age of 42 after the assassination of William McKinley.

5. **Confirm the youngest president**: The youngest person to be elected president was Bill Clinton, who was 46 years old when he took office.

6. **Final conclusion**: The youngest person to become president of the USA is Theodore Roosevelt, who was 42 years old when he assumed the presidency.

Answer: Theodore Roosevelt (42 years old).",True,"['26th President of the United States', 'Theodore Roosevelt', 'president theodore roosevelt', 'Theodore roosevelt', 'teddy roosevelt foreign policy', 'teodoro roosevelt', 'theodor roosevelt', 'teddy roosevelt', 'Teddy roosevelt', 'theodore roosevelt', 'Teodoro Roosevelt', 'T Ros', 'Teddy Roosvelt', 'theodore roosavelt', 'trust buster', 'T. Roosevelt', 'Feddy Roosevelt', 't ros', 'Teddy Roose', 'Teddy Roosevelt', 'feddy roosevelt', 'The Cowboy President', 'Theodore Roosavelt', 'T. Roosevelt Administration', 'teddy roose', 't roosevelt administration', 'cowboy president', 'teddy rosevelt', 'Trust Buster', 'Teddy Rosevelt', 'President Theodore Roosevelt', 'Roosevelt, Theodore', 'roosevelt theodore', 'teddy rose', 't roosevelt', '26th president of united states', 'Theodor roosevelt', 'T Roosevelt', 'Teddy Roosevelt foreign policy', 'teddy roosvelt', 'Teddy Rose', 'Cowboy of the Dakotas', 'cowboy of dakotas']"
77,"To answer the question step-by-step:

1. Identify the individual: The question mentions ""Australian Shane Warne.""
2. Recall Shane Warne's profession: Shane Warne was a well-known athlete.
3. Determine the sport: Shane Warne is primarily recognized for his contributions to cricket.
4. Confirm the association: He was a legendary leg-spin bowler and is considered one of the greatest cricketers of all time.

Therefore, the answer is: Cricket.",True,"['Cricket', 'Cricket', 'Cricketer', 'Cricketer', 'Not in the spirit of cricket', 'Cricketers', 'Cricketers', 'cricket game', 'cricket', 'Cricketeer', 'Amature cricket', 'Cricket team', 'Cricketed', 'cricketed', 'sports cricket', 'Wicketkeeping', 'Cricket (sport)', 'Spirit of cricket', 'Cricket games', 'Cricket as a social event', 'spirit of cricket', 'cricket sport', 'Cricketplayer', 'Cricketing', 'not in spirit of cricket', 'criket', 'Sports cricket', 'wicketkeeping', 'cricket as social event', 'Kricket', 'cricket team', 'kricket', 'cricketing', 'sport cricket', 'amateur cricket', 'Amateur cricket', 'Creag', 'cricketer', '🏏', 'cricket player', 'The toss', 'Sport cricket', 'Cricket (game)', 'Coin toss (cricket)', 'coin toss cricket', 'Scorecard (cricket)', 'world richest cricketers', 'toss', 'amature cricket', 'World Richest Cricketers', 'Criket', 'cricket clubs', 'creag', 'Cricket Clubs', 'Spirit of Cricket', 'scorecard cricket', 'cricketplayer', 'cricketeer', 'Cricket player', 'cricket club', 'Cricket club', 'cricketers', 'cricket games']"
78,"To answer the question about which actress played 'Valeria' in the film ""Carry On Screaming,"" we can follow these steps:

1. **Identify the Film**: ""Carry On Screaming"" is a British comedy film that is part of the ""Carry On"" series, released in 1966.

2. **Look for the Character**: The character 'Valeria' is one of the notable roles in the film.

3. **Research the Cast**: We need to find out who played the character 'Valeria' in the film.

4. **Find the Actress**: After researching the cast of ""Carry On Screaming,"" we find that the character 'Valeria' was played by actress Fenella Fielding.

Therefore, the answer is: **Fenella Fielding**.",True,"['Fenella Fielding', 'fenella fielding']"
79,"After World War II, Shinto was disestablished as the state religion of Japan. The Allied occupation authorities, particularly under General Douglas MacArthur, implemented reforms that separated religion from the state. This led to the removal of Shinto's status as a state religion, which had been used to promote nationalism and the divine status of the emperor. The new constitution of Japan, adopted in 1947, guaranteed freedom of religion and prohibited the state from engaging in religious activities.",True,"['Shinto', 'Shinto', 'Japanese Shinto', 'Shintoist', 'Jinja Shinto', 'History of Shintoism', 'shinto faith', 'shinto religion', 'shin tao', 'The Way of the Gods', 'Japenese Shinto', 'kannagara no michi', 'Kannagara no michi', 'Sintô', 'Shin Tao', 'shintoists', 'Sinto', 'Shintō', 'shin tō', 'Shinto religion', 'Shintoists', 'japenese shinto', 'Shinto faith', 'sect shintoists', 'Sect Shintoists', 'Sintoo', 'Japanese folk religion', 'Shintoism', 'sintoo', 'japanese shinto', 'Shintou', 'way of gods', 'kami no michi', 'shintou', 'jinja shinto', 'japanese shintoism', 'sinto', 'Shin-To', 'shintoist', 'Japanese Shintoism', 'japanese folk religion', 'sintô', 'Shintoo', 'Shin-Tō', 'Shintô', 'history of shintoism', 'shintu', 'shin to', 'shinto', 'Shintu', 'shintoism', 'shintô', 'Way of the Gods', 'shintoo', 'Kami-no-michi', 'shintō', 'Kami no michi']"
80,"Tybalt is a character in William Shakespeare's play ""Romeo and Juliet.""",True,"['Romeo and Juliet', 'Romeo and Juliet', 'Montague and Capulet', 'Romeo Juliet', 'Romeo and Juliet Conflicts', 'romeo and julia', 'romeo and iuliet', 'romeo and juiliet', 'romeo and juliet play', 'Romeo and juilet', 'Romeo and Juliet (play)', 'romeo juliette', 'Romeo & juliet act 5', 'The most excellent and lamentable tragedie, of Romeo and Iuliet', 'tragedy of romeo juliet', 'romeo juliet', 'montague and capulet', 'The Tragedy Of Romeo And Juliet', 'tragedy of romeo and juliet', 'most excellent and lamentable tragedy of romeo and juliet', 'tragedy romeo and juliet', 'Romeo & Juliette', 'The Tragedy of Romeo & Juliet', 'Romeo And Juliet', 'most excellent and lamentable tragedie of romeo and iuliet', 'The Tragedy Romeo and Juliet', 'Romeo & Juliet', 'ROMEO AND JULIET', 'A plague on both your houses', 'Romio and Julliet', 'Romeo and Juiliet', 'The Most Excellent and Lamentable Tragedy of Romeo and Juliet', 'romio and julliet', 'Romeo and Iuliet', 'romeo juliet act 5', 'romeo and juliet conflicts', 'escalus', 'The Tragedy of Romeo and Juliet', 'Romeo and Juliette', 'Romeo and Julet', 'Romeo and Julia', 'romeo and juliette', 'romeo and julet', 'plague on both your houses', 'Escalus', 'Juliet and Romeo (opera)', 'romeo and juliet', 'romeo and juilet', 'Romeo and juliet', 'juliet and romeo opera', 'Romeo and Juilet']"
81,"To determine the weight class in which Alan Minter was a World boxing champion, we can follow these steps:

1. **Identify Alan Minter's Career**: Alan Minter was a professional boxer from the UK who competed primarily during the 1970s and early 1980s.

2. **Research His Titles**: Minter held the World Middleweight Championship. 

3. **Confirm the Weight Class**: The middleweight division in boxing typically includes fighters weighing between 154 pounds (69.85 kg) and 160 pounds (72.57 kg).

4. **Conclusion**: Based on this information, Alan Minter was the World boxing champion in the middleweight division.

So, the answer is: Alan Minter was World boxing champion at middleweight.",True,"['Middleweight', 'Middleweight', 'middleweight', 'middle weight', 'Middle-weight']"
82,"To determine who is the only figure skater to win 3 consecutive Winter Olympic gold medals, we can follow these steps:

1. **Identify the Winter Olympic events**: Figure skating has been a part of the Winter Olympics since its inception in 1908, but it became a regular event starting in 1924.

2. **Look for notable figure skaters**: We need to consider prominent figure skaters who have competed in multiple Olympic Games.

3. **Check Olympic records**: We need to find out if any figure skater has won gold medals in three consecutive Winter Olympics.

4. **Research historical winners**: After reviewing the history of figure skating in the Olympics, we find that:

   - **Sonja Henie** won gold in 1928, 1932, and 1936, but that is only three consecutive Olympics.
   - **Irina Rodnina** won three consecutive golds in pairs skating, but she did not compete in singles.
   - **Katarina Witt** won in 1984 and 1988, but not three in a row.

5. **Conclusion**: The only figure skater to achieve three consecutive gold medals in the Winter Olympics is **Sonja Henie**.

Thus, the answer is: **Sonja Henie**.",True,"['Sonja Henie', 'Sonja Henie', 'Henie, Sonja', 'henie sonja', 'Sonya Henie', 'sonja henje', 'sonya henie', 'SONJA HENIE', 'Sonia Henie', 'sonja henie', 'Sonja Henje', 'sonia henie']"
