id,api_output,bleu_score,true_answer
135,"""The Glory of Love"" is a song written by Billy Hill, first recorded by Benny Goodman in 1936, and has since been covered by many artists. The song is not to be confused with Peter Cetera's ""Glory of Love"" from the 1980s.",0.012670762492928651,['Billy Hill']
136,"The film ""Manchester by the Sea"" was primarily filmed in the town of Manchester-by-the-Sea, Massachusetts, which is located on the North Shore of Massachusetts. Additionally, some scenes were shot in nearby locations such as Beverly, Gloucester, Swampscott, Salem, Middleton, Tewksbury, and Lynn, all within Massachusetts. The choice of locations helped to authentically capture the essence of a small New England coastal town, which is central to the film's setting and atmosphere.",0.13255805071743607,"['Manchester', 'Beverly', 'Essex', 'Gloucester', 'Swampscott', 'Lynn', 'Middleton', 'Tewksbury', 'Salem', 'Manchester - by - the - Sea , Massachusetts', 'in the Massachusetts town of the same name as well as Beverly , Essex , Gloucester , Swampscott , Lynn , Middleton , Tewksbury , and Salem , Massachusetts']"
137,"""Star Trek: Discovery"" Season 1 concluded on February 11, 2018. The season finale, titled ""Will You Take My Hand?"", is the fifteenth episode of the season.",0.03511756444581007,"['February 11 , 2018']"
138,"CLS Bank, also known as CLS (Continuous Linked Settlement), primarily deals with the settlement of foreign exchange transactions. It was established to mitigate the settlement risk associated with cross-border currency trades. The primary function of CLS is to eliminate the risk that one party to a transaction will deliver the currency it sold but not receive the currency it bought, a risk known as ""settlement risk"" or ""Herstatt risk.""

CLS operates by implementing a process called 'payment versus payment' (PvP), which ensures that the final transfer of one currency occurs if and only if the final transfer of the other currency also takes place. This simultaneous settlement mechanism is crucial for financial stability, as it significantly reduces the risk that one party fails to deliver the currency after receiving the payment from the counterparty.

CLS settles transactions in multiple currencies, covering a significant portion of the global foreign exchange market. Its members include major financial institutions, and it operates under the oversight of central banks of the currencies it settles. The system helps in enhancing the efficiency and security of foreign exchange markets, supporting global trade and investment by reducing the risks associated with currency exchanges.",0.007268217471492182,"['the foreign exchange market', 'foreign exchange market', 'the foreign exchange market ( FX )']"
139,"Mozart's Symphony No. 40 in G minor, K. 550, is one of his most famous and frequently performed symphonies. It is structured in the classical symphonic form, consisting of four movements:

1. **Molto allegro**: The first movement is in sonata form, which includes an exposition, development, and recapitulation. This movement is known for its dramatic and urgent opening theme.

2. **Andante**: The second movement is also in sonata form but has a slower, more lyrical pace compared to the first movement. It provides a contrast with its smoother and more melodic lines.

3. **Menuetto: Allegretto**: The third movement is a minuet and trio, a common form in classical symphonies. This movement provides a stately and somewhat somber dance-like character.

4. **Allegro assai**: The final movement is in sonata form as well, and it is vigorous and fast-paced, bringing the symphony to a powerful and energetic conclusion.

This symphony is notable for its emotional depth and intricate musical structure, characteristic of Mozart's late symphonic works.",0.0038313625389757447,"['G minor', 'minor key symphonies']"
140,"The South Pole is located at the southernmost point of the Earth. On a map, it is found at the coordinates 90 degrees south latitude, with no longitude value since all lines of longitude converge at the poles. On a typical world map, which is usually oriented with north at the top, the South Pole would be at the very bottom. On a globe, it is at the opposite end from the North Pole. The South Pole is situated on the continent of Antarctica.",0.03578370509810773,['on the continent of Antarctica']
141,"The surname Orozco is of Spanish origin. It is a locational surname, derived from the town of Orozco in the province of Biscay, in the Basque Country, northern Spain. The name of the town itself is believed to have been derived from the Basque words ""ortze"" meaning 'holly' and ""otz"" meaning 'cold', although interpretations can vary. 

Surnames based on geographic locations were often adopted by families who lived in or were associated with those places. These surnames became identifiers when individuals or families moved to new areas. The Orozco surname, like many others from the Basque region, spread to other parts of Spain and to the Americas with colonization and migration.",0.0035725552944051095,['Spanish / Basque origin']
142,"The signers of the Declaration of Independence from Maryland were:

1. Samuel Chase
2. William Paca
3. Thomas Stone
4. Charles Carroll of Carrollton

These individuals were among the 56 delegates who signed the historic document on July 4, 1776, officially declaring the American colonies' independence from British rule.",0.06305717703757835,"['Samuel Chase', 'Charles Carroll of Carrollton', 'William Paca', 'Thomas Stone']"
143,"As of my last update in September 2023, WhatsApp does not have a CEO because it is a subsidiary of Meta Platforms, Inc. (formerly Facebook, Inc.). The CEO of Meta Platforms is Mark Zuckerberg. WhatsApp is typically managed by a head or director within the organization, rather than having a separate CEO. For specific and current leadership roles within WhatsApp, it's best to check the latest updates directly from Meta Platforms or official WhatsApp announcements.",0,['Jan Koum']
144,"The Islamic term for the community of the faithful is ""Ummah."" This term refers to the whole community of Muslims bound together by ties of religion.",0.02435359923226655,"['Ummah', 'ummat al - Islamiyah ( Arabic : الأمة الإسلامية \u200e ) ( the Islamic Community )', 'ummat al - Islamiyah']"
145,"Tools made from high-speed tool steel (HSS) are generally used for a variety of machining operations that require high cutting speeds and good wear resistance. These operations include:

1. **Turning**: HSS is commonly used in lathe tools for turning operations. It can handle high speeds and maintain a sharp cutting edge.

2. **Milling**: End mills, face mills, and other types of milling cutters often use HSS, especially for operations on materials like aluminum and mild steel.

3. **Drilling**: HSS is a popular choice for drill bits because it can withstand the high temperatures generated during drilling without losing its hardness.

4. **Tapping**: Taps made from HSS are used to cut internal threads in holes. HSS provides the necessary wear resistance and toughness required for tapping operations.

5. **Reaming**: HSS reamers are used to finish machined holes to precise dimensions and smooth surfaces.

6. **Broaching**: HSS broaches are used for cutting keyways and other profiles in metals.

7. **Gear Cutting**: Gear cutters made from HSS are used for generating gear teeth profiles.

HSS is favored in these applications due to its ability to maintain hardness at higher temperatures compared to carbon steels, which allows for faster cutting speeds without degrading the tool. This makes HSS tools highly suitable for both manual and CNC machining operations where precision and tool life are critical.",0.0013799632917396972,['milling']
146,"The 2012 Summer Olympics were held in London, United Kingdom.",0.21200626759025185,"['London', 'London , United Kingdom']"
147,"Hydrogen bonds are a type of weak chemical bond that is common in many substances, particularly those involving hydrogen and highly electronegative atoms such as oxygen, nitrogen, and fluorine. Here are some examples of substances and molecules other than water that feature hydrogen bonds:

1. **Ammonia (NH₃)**: Hydrogen bonds can form between the nitrogen atom of one ammonia molecule and the hydrogen atom of another.

2. **DNA**: Hydrogen bonds play a crucial role in the structure of DNA, holding together the nitrogenous bases of the DNA strands. For example, adenine pairs with thymine via two hydrogen bonds, and cytosine pairs with guanine via three hydrogen bonds.

3. **Proteins**: Hydrogen bonding is critical in maintaining the secondary structure of proteins, such as alpha helices and beta sheets. These bonds occur between the backbone amide hydrogen and carbonyl oxygen in the peptide chain.

4. **Alcohols (e.g., ethanol)**: Hydrogen bonds can form between the hydrogen of one hydroxyl group and the oxygen of another hydroxyl group in different alcohol molecules.

5. **Carboxylic acids (e.g., acetic acid)**: These molecules can form strong hydrogen bonds due to the presence of both a carbonyl group and a hydroxyl group, which can interact with similar groups on other molecules.

6. **Water solutions containing solutes like sugars and salts**: These solutes can form hydrogen bonds with water molecules, affecting properties like boiling point and viscosity.

7. **Fluorine-containing compounds**: Like hydrogen fluoride (HF), where hydrogen bonds occur between the hydrogen of one molecule and the fluorine of another.

8. **Organic compounds containing N-H groups**: Such as amides and urea, where hydrogen bonds can form between the nitrogen-bound hydrogen and an electronegative atom like oxygen or nitrogen in another molecule.

These examples illustrate the versatility and importance of hydrogen bonds in various chemical and biological systems, influencing properties like solubility, boiling point, and structural stability.",0.0028957486935647027,"['inorganic molecules such as water', 'organic molecules like DNA and proteins']"
148,"The full form of CFCs is Chlorofluorocarbons. Chlorofluorocarbons are a group of man-made compounds containing chlorine, fluorine, and carbon. They were commonly used in air conditioning, refrigeration, aerosol propellants, and foam blowing agents due to their stability and low toxicity. However, it was discovered that CFCs contribute to ozone layer depletion in the stratosphere, leading to their phased-out production and usage under the Montreal Protocol.",0.004261291334530179,['Chlorofluorocarbons']
149,"The formation of ATP (adenosine triphosphate) primarily takes place in the mitochondria of eukaryotic cells. This process occurs during cellular respiration, specifically in the stages of oxidative phosphorylation and the electron transport chain, where most of the ATP is generated. Additionally, a smaller amount of ATP is produced in the cytoplasm during glycolysis, which is the first stage of cellular respiration and occurs in the absence of oxygen. In plants, ATP is also formed in the chloroplasts during photosynthesis.",0.0036915988460366022,"['mitochondrial membrane in eukaryotes', 'plasma membrane in bacteria', 'thylakoid membrane', 'inner mitochondrial membrane']"
150,"In the context of Next Generation Networking (NGN) and IP Multimedia Subsystem (IMS), ""SIP"" stands for Session Initiation Protocol. SIP is a signaling protocol used for initiating, maintaining, and terminating real-time sessions that include voice, video, and messaging applications. It is an essential component of IMS, which is an architectural framework for delivering IP multimedia services. SIP enables the setup and control of communication sessions in networks designed according to the IMS standards.",0.01464177817511413,['Session Initiation Protocol']
151,"The song ""Would I Lie to You?"" was written by Mike Leeson and Peter Vale. It was performed by the British duo Eurythmics and released as a single in 1985.",0.025185660208288427,"['Mike Leeson', 'Peter Vale']"
152,"The first place in the United States where the sun rises is Point Udall on St. Croix in the U.S. Virgin Islands. This easternmost point of the United States receives the first sunrise. In terms of the contiguous United States, the easternmost point is West Quoddy Head, Maine, which is among the first places to see the sunrise. However, due to the tilt of the Earth's axis and its orbit, the exact location where the sun first rises can change throughout the year.",0.004269301659322756,['the summit of Cadillac Mountain']
153,"Parallax is more pronounced with nearby stars compared to distant stars. Parallax is the apparent shift in position of an object when viewed from different perspectives, and in astronomy, it is used to measure the distances to stars. The closer a star is to Earth, the larger its parallax shift will be when observed from two different points in Earth's orbit around the Sun. Conversely, the farther away a star is, the smaller its parallax shift, making it more challenging to measure accurately. This is why parallax measurements are most effective for determining the distances to relatively nearby stars.",0.004616488039411725,"['nearby', 'nearby objects', 'nearby objects show a larger parallax than farther objects']"
154,"The raid on Harpers Ferry, which occurred in October 1859, was led by abolitionist John Brown. The raid was aimed at seizing the federal arsenal at Harpers Ferry, Virginia (now West Virginia), to incite a slave rebellion. However, the raid was quickly suppressed by local citizens and militia, and then by U.S. Marines led by Colonel Robert E. Lee, who was a lieutenant colonel at the time and on leave from the Texas frontier. Lee's forces succeeded in capturing John Brown and several of his men, effectively ending the raid.",0.022613370846146813,"['First Lieutenant Israel Greene', 'Brevet Colonel Robert E. Lee', 'Colonel Robert E. Lee']"
155,"As of my last update, ""The Dumping Ground"" series had been continuously renewed and had multiple seasons since its inception. The show originally premiered in 2013 as a spin-off from ""Tracy Beaker Returns."" For the specific year 2017, ""The Dumping Ground"" released its fifth series, which aired starting from January 20, 2017. If you are asking about any new episodes or series beyond that within the year 2017, it would be best to check the most current and reliable sources like the BBC's official website or their press releases for the most accurate and up-to-date information.",0.0043660048263371625,"['15 December 2017', '20 January ( 2017 - 01 - 20 ) -- 15 December 2017']"
156,"The twelve-tone system, also known as dodecaphony or twelve-tone serialism, was developed by Austrian composer Arnold Schoenberg in the early 1920s. This system was a radical departure from traditional harmony, as it sought to avoid the dominance of any one key and instead treated all twelve tones of the chromatic scale as equal. Schoenberg's development of this technique was part of his broader exploration into atonality and was influential in shaping much of the music of the 20th century, impacting composers in both classical and avant-garde circles.",0.0072178870923904756,['Arnold Schoenberg']
157,"In the United States Navy, personnel are divided into different ranks across two main categories: enlisted personnel and officers. Each rank comes with its own set of responsibilities and duties. Here's a breakdown of the ranks in each category:

### Enlisted Ranks
1. **Seaman Recruit (SR)** - E-1
2. **Seaman Apprentice (SA)** - E-2
3. **Seaman (SN)** - E-3
4. **Petty Officer Third Class (PO3)** - E-4
5. **Petty Officer Second Class (PO2)** - E-5
6. **Petty Officer First Class (PO1)** - E-6
7. **Chief Petty Officer (CPO)** - E-7
8. **Senior Chief Petty Officer (SCPO)** - E-8
9. **Master Chief Petty Officer (MCPO)** - E-9
   - **Master Chief Petty Officer of the Navy (MCPON)** - This is a special designation and the highest enlisted rank.

### Officer Ranks
1. **Ensign (ENS)** - O-1
2. **Lieutenant Junior Grade (LTJG)** - O-2
3. **Lieutenant (LT)** - O-3
4. **Lieutenant Commander (LCDR)** - O-4
5. **Commander (CDR)** - O-5
6. **Captain (CAPT)** - O-6
7. **Rear Admiral Lower Half (RDML)** - O-7
8. **Rear Admiral (RADM)** - O-8
9. **Vice Admiral (VADM)** - O-9
10. **Admiral (ADM)** - O-10
    - **Fleet Admiral (FADM)** - This is a wartime-only rank and not currently in use during peacetime.

### Warrant Officer Ranks
1. **Chief Warrant Officer 2 (CWO2)** - W-2
2. **Chief Warrant Officer 3 (CWO3)** - W-3
3. **Chief Warrant Officer 4 (CWO4)** - W-4
4. **Chief Warrant Officer 5 (CWO5)** - W-5

These ranks define the hierarchy and structure within the Navy, with each level carrying increasing levels of authority and responsibility.",0.009007604257289569,"['E-8s senior chief petty officer', 'E-9s master chief petty officer', 'E-7s are called chief petty officer', 'E-1 through E-3 are known as Seamen', 'E-4 through E-6 are called petty officers']"
158,"The movie ""The Post,"" directed by Steven Spielberg and starring Meryl Streep and Tom Hanks, began filming in May 2017.",0.026748503191801554,"['May 30 , 2017', 'May 2017']"
159,"On Mars, snow can be composed of two primary substances: water ice and carbon dioxide ice (commonly known as ""dry ice""). The type of snow depends on the location and the season on Mars.

1. **Water Ice Snow**: Similar to Earth, Mars has water ice clouds from which snow can fall. This type of snow has been observed by missions such as the Phoenix Mars Lander, which in 2008 detected water-ice snow falling from clouds about 4 kilometers above its landing site near the Martian north pole.

2. **Carbon Dioxide Snow**: Mars also experiences snow made of carbon dioxide. This occurs primarily in the polar regions, particularly during the Martian winter when temperatures drop significantly, allowing carbon dioxide to freeze out of the atmosphere. This was confirmed by NASA's Mars Reconnaissance Orbiter, which detected carbon dioxide snow clouds and even snowfall occurring near the south pole of Mars.

Both types of snow on Mars contribute to the seasonal ice caps that grow and recede with the changing Martian seasons.",0.007300745581769803,"['water ice', 'Frozen carbon dioxide', 'CO ice ( dry ice )']"
160,The Great Plague of London began in 1665 and ended in 1666. It was the last major epidemic of the bubonic plague to occur in England.,0.012073611356094145,"['1665 to 1666', '1665', '1666', 'from 1665 to 1666']"
161,"William Shakespeare's play ""As You Like It"" is believed to have been written in 1599 and was first performed in 1603. The exact date of its first performance is not definitively known, but it was likely staged soon after its completion. The play was first published in the First Folio in 1623.",0.008006388824329778,"['1603', 'uncertain , though a performance at Wilton House in 1603 has been suggested as a possibility']"
162,"The Mona Lisa was stolen from the Louvre in 1911 by Vincenzo Peruggia, an Italian handyman and painter. Peruggia, who had previously worked at the Louvre, managed to enter the museum during regular hours, hide until it was closed, and then remove the painting. He hid it in a trunk and walked out with it the next morning. His motivation was reportedly a misguided sense of patriotism; he believed that the painting should be returned to Italy. Peruggia kept the painting in his apartment for over two years before being caught when he attempted to sell it in Italy.",0.006319234071358438,['Vincenzo Peruggia']
163,"The first ""Ice Age"" movie was released on March 15, 2002. This animated film was produced by Blue Sky Studios and distributed by 20th Century Fox. It is the first installment in the ""Ice Age"" film series.",0.02889298856690844,"['2002', 'March 15 , 2002']"
164,"In ""The Nightmare Before Christmas,"" Jack Skellington is voiced by two different actors: Chris Sarandon provides the speaking voice of Jack, while Danny Elfman, who composed the film's music, provides Jack's singing voice.",0.020906812277560218,"['Chris Sarandon', 'Danny Elfman']"
165,"""Diamonds and Rust"" is a song written and performed by Joan Baez. It was released in 1975. The song is about her past relationship with Bob Dylan. In the song, Baez reflects on their time together and the mix of poignant memories and the painful end of their romance, symbolically referring to the good times as ""diamonds"" and the painful ones as ""rust.""",0.009050093355631788,['Bob Dylan']
166,"In the movie ""Zookeeper"" (2011), the character of the lion, named Joe, is voiced by Sylvester Stallone.",0.02417000107767621,['Sylvester Stallone']
167,"The lyric ""Stop, hey, what's that sound?"" comes from the song ""For What It's Worth"" by Buffalo Springfield. The song was written by Stephen Stills and released in 1966. It became one of the most recognizable protest songs of the 1960s, often associated with the counterculture movement and protests against the Vietnam War, although it was originally inspired by local tensions over a curfew in Los Angeles.",0.00843357875682429,['Buffalo Springfield']
168,"The word ""Celsius"" originates from the name of the Swedish astronomer Anders Celsius (1701–1744). Celsius is most famous for his creation of the Celsius temperature scale, which he introduced in 1742. The Celsius scale, originally called centigrade (from Latin ""centum"" meaning 100 and ""gradus"" meaning steps), was a revolutionary way to measure temperature with 100 degrees between the freezing and boiling points of water.

The term ""Celsius"" became associated with the temperature scale as a way to honor Anders Celsius after his death. Over time, the scale was commonly referred to as Celsius rather than centigrade, particularly after it was adopted internationally as the standard temperature scale in various scientific contexts. The name change from centigrade to Celsius was more widely accepted and promoted during the 20th century, especially after the 9th General Conference on Weights and Measures in 1948 officially adopted ""degree Celsius"" (symbol °C) as the unit of temperature.",0.020753059440999373,"['the Swedish astronomer Anders Celsius', 'named after the Swedish astronomer Anders Celsius']"
169,"In the television show ""7th Heaven,"" the character of the oldest brother, Matt Camden, was played by actor Barry Watson.",0.02332216510868361,['Barry Watson']
170,The Boston Red Sox won the American League East in 2017.,0.020044994979069072,"['Houston Astros', 'The Yankees']"
171,"The open-source clone of Unix created in the early 1990s that you are referring to is likely ""Linux."" Linux was developed by Linus Torvalds and released in 1991. It was designed to be a free and open-source alternative to the Unix operating system and is based on the Unix architecture and principles. Linux has since grown to become one of the most popular and widely used operating systems in the world, especially in server and supercomputing environments.",0.003954503988322001,"['GNU / Linux', 'Linux']"
172,"Arachidonic acid (AA) is a polyunsaturated omega-6 fatty acid that plays a crucial role in the body. It is primarily found in the phospholipids of cell membranes throughout the body. This fatty acid is particularly abundant in the brain, muscles, and liver. Additionally, arachidonic acid is a key inflammatory intermediate, which can be converted into various eicosanoids, including prostaglandins, thromboxanes, and leukotrienes, which are involved in processes such as inflammation and immune responses.

Dietary sources of arachidonic acid include meat, eggs, and some fish, which can contribute to its levels in the body. However, it can also be synthesized endogenously from linoleic acid, which is found in vegetable oils and other plant-based foods.",0.0034578872824510827,"['brain', 'muscles', 'liver']"
173,"In ""Friday the 13th: The Final Chapter,"" which is the fourth installment of the ""Friday the 13th"" series released in 1984, the character Jason Voorhees was primarily played by Ted White.",0.01614781052128935,['Ted White']
174,"Lady Talisa in ""Game of Thrones"" is played by actress Oona Chaplin.",0.03868052697542155,"['Oona Chaplin', 'Oona Castilla Chaplin']"
175,"Dakar is located on the westernmost point of the African continent, in the country of Senegal. It is situated on the Cape Verde Peninsula, jutting out into the Atlantic Ocean. Dakar is both the capital and the largest city of Senegal.",0.03407023280815445,"['Senegal', 'on the Cap - Vert peninsula on the Atlantic coast', ""14 ° 41 ′ 34 '' N 17 ° 26 ′ 48 '' W \ufeff / \ufeff 14.69278 ° N 17.44667 ° W"", 'the westernmost city in the Old World as well as on the African mainland']"
176,"""Star Wars: The Clone Wars"" Season 3 Episode 1 is titled ""Clone Cadets."" It originally aired on September 17, 2010. The episode focuses on a group of clone cadets undergoing training on the planet Kamino. These cadets must overcome their personal differences and work together to pass their final test in order to become active-duty soldiers for the Grand Army of the Republic. The episode highlights themes of teamwork, leadership, and perseverance.",0.00806915084725756,['Clone Cadets']
177,"The river that flows through Charleston, which is the capital of West Virginia, is the Kanawha River.",0.03727007317885059,"['Kanawha River', 'Elk', 'Kanawha', 'the Elk and Kanawha Rivers', 'the confluence of the Elk and Kanawha Rivers']"
178,"A Political Action Committee (PAC) is an organization in the United States that collects and donates money to political campaigns to influence elections and policy decisions. The primary functions of a PAC include:

1. **Fundraising and Financial Support**: PACs raise funds from individuals, organizations, and other sources to support political candidates who align with their goals or to advocate for specific policy positions.

2. **Campaign Contributions**: They contribute financially to political campaigns, helping candidates afford advertising, outreach, and other campaign expenses.

3. **Advocacy and Lobbying**: PACs often engage in advocacy efforts, promoting specific policies or legislation that align with their interests. They may also lobby elected officials directly to influence their positions on key issues.

4. **Political Strategy and Mobilization**: PACs can help strategize electoral or legislative campaigns, mobilize voters, and organize grassroots activities to support their causes or candidates.

5. **Public Communication**: They often use media and public communication tools to shape public opinion and influence the political landscape, including running ads, issuing press releases, and engaging on social media.

6. **Educational Efforts**: Some PACs focus on educating voters and policymakers about specific issues, providing research, data, and expert opinions to inform public debate and decision-making.

PACs are regulated by the Federal Election Commission (FEC) in the United States, and they must adhere to specific legal guidelines regarding fundraising, reporting, and spending. There are different types of PACs, including connected PACs (associated with businesses, unions, or interest groups), non-connected PACs (which operate independently), and Super PACs (which can raise and spend unlimited amounts of money on behalf of candidates but cannot donate directly to them or coordinate directly with their campaigns).",0.0051130239083209345,"['pools campaign contributions from members', 'pools campaign contributions from members and donates those funds to campaign for or against candidates , ballot initiatives , or legislation', 'donates those funds to campaign for or against candidates , ballot initiatives , or legislation']"
179,"As of my last update in 2023, the largest denomination of currency currently issued for public circulation in the United States is the $100 bill. However, historically, the U.S. has issued larger denominations, primarily for use between banks and not for general circulation. These included $500, $1,000, $5,000, and $10,000 bills. Additionally, a $100,000 gold certificate was issued in 1934, but it was used only for transactions between Federal Reserve Banks and was not circulated among the general public.",0.007017298772707827,['$100']
180,"The first woman to win the top prize on the original U.K. version of ""Who Wants to Be a Millionaire?"" was Judith Keppel in November 2000. She was the first contestant overall to win the £1 million prize on the show. In the U.S. version of the show, the first woman to win the top prize was Nancy Christy, who won $1 million in May 2003.",0.005183316987044375,['Judith Cynthia Aline Keppel']
181,"In the Netflix series ""A Series of Unfortunate Events,"" the character Violet Baudelaire is played by Malina Weissman.",0.027161021034885234,['Malina Weissman']
182,"The Prudential Center in Newark, New Jersey, serves as the home arena for the New Jersey Devils of the National Hockey League (NHL). Additionally, it hosts the Seton Hall University men's basketball team and a variety of concerts and other events throughout the year.",0.2588284305279728,"['New Jersey Devils', 'Seton Hall Pirates', ""Seton Hall Pirates men 's basketball"", ""Seton Hall Pirates men 's basketball team from Seton Hall University"", 'New Jersey Devils of the National Hockey League ( NHL )']"
183,"Qutub Minar in Delhi was commissioned by Qutb-ud-din Aibak, the founder of the Delhi Sultanate, in 1193. He started the construction of the minaret as a victory tower to celebrate Muslim dominance in Delhi after the defeat of Delhi's last Hindu ruler. However, Qutb-ud-din Aibak only built the base of the Qutub Minar, and the construction was later taken over and completed by his successor, Iltutmish, and further enhancements were made by Firoz Shah Tughlaq in the 14th century.",0.020000120625397803,"['Firoz Shah Tughlaq', 'Iltutmish', 'Qutab - ud - din Aibak', ""Aibak 's successor and son - in - law Iltutmish"", 'Qutub - ud - din Aibak', 'Qutab Ud - Din - Aibak']"
184,"The 2018 Pro Football Hall of Fame class included the following inductees:

1. **Ray Lewis** - A linebacker who played his entire career with the Baltimore Ravens, known for his leadership and dominant play.
2. **Brian Urlacher** - A linebacker who spent his entire career with the Chicago Bears, recognized for his agility and coverage skills.
3. **Randy Moss** - A wide receiver known for his incredible athleticism and playmaking ability, played for multiple teams including the Minnesota Vikings and New England Patriots.
4. **Terrell Owens** - A prolific wide receiver known for his performances with several teams, notably the San Francisco 49ers and Dallas Cowboys.
5. **Brian Dawkins** - A safety who spent the majority of his career with the Philadelphia Eagles, known for his hard-hitting style and leadership in the secondary.
6. **Robert Brazile** - A linebacker who played for the Houston Oilers, known for his role in defining the outside linebacker position in the 3-4 defense.
7. **Jerry Kramer** - A guard who played for the Green Bay Packers, known for his role in the famous ""Packer Sweep"" and multiple championship teams.
8. **Bobby Beathard** - A contributor, notably as a general manager for teams like the Washington Redskins and San Diego Chargers, recognized for his talent in building successful teams.

These individuals were celebrated for their outstanding contributions to the game of football.",0.007310351486276251,"['Terrell Owens', 'Brian Urlacher', 'Bobby Beathard', 'Brian Dawkins', 'Jerry Kramer', 'Randy Moss', 'Robert Brazile', 'Ray Lewis']"
185,"The original Wonder Woman on TV was played by Lynda Carter. She starred in the television series ""Wonder Woman,"" which aired from 1975 to 1979.",0.02047885429293855,['Lynda Carter']
186,"Computer-based models of real-life situations are commonly referred to as ""simulations."" These models use algorithms and computational techniques to imitate the behavior of real-world systems or processes. Simulations are widely used across various fields such as engineering, economics, medicine, and environmental science to study complex phenomena, make predictions, or test theories in a virtual environment.",0.004863687509482329,"['Computer simulations', 'Computer simulation']"
187,"In 2017, the NCAA Division I Women's Volleyball National Championship was won by the University of Nebraska. They defeated the University of Florida in the championship match to claim the title.",0,['Ohio State']
188,"The idea of selling popcorn at movie theaters was not the brainchild of a single individual, but rather a development that evolved over time. Popcorn itself has been a popular snack since the 19th century, thanks to its low cost and ease of production. It became a common street food, sold at fairs and other public events.

The introduction of popcorn into movie theaters in the United States happened during the Great Depression in the 1930s. During this time, theater owners were initially reluctant to sell popcorn and other snacks because they wanted to maintain an upscale and clean atmosphere. However, with the economic downturn, theater revenues were declining, and owners were looking for ways to boost their income.

Some enterprising theater owners started to allow popcorn vendors to sell their snacks in the lobbies of theaters, or they leased lobby space to vendors. The low cost of popcorn made it an affordable treat for the cash-strapped public, and it quickly became a popular item. Theater owners noticed the popularity and profitability of popcorn and began installing their own popping machines.

This move significantly increased their profits, as popcorn has a high markup and was cheap to produce. Over time, popcorn became synonymous with movie watching, creating the classic combination we know today. Thus, the tradition of eating popcorn at the movies was more of an economic and cultural evolution rather than an invention by a specific person.",0,['Glen W. Dickson']
189,"""The Grapes of Wrath"" by John Steinbeck primarily takes place in two major locations: Oklahoma and California. The novel begins in Oklahoma during the Dust Bowl era, which forces the Joad family to leave their farm. They then travel westward to California in search of work and a better life, encountering various challenges along the way. Much of the story focuses on their experiences and struggles in California during the Great Depression.",0.0048010824042767925,"['Oklahoma', 'California']"
190,"Before the Oregon Treaty of 1846, the Oregon Country was jointly occupied by both the United States and Great Britain. This arrangement of joint occupation was established by the Treaty of 1818, which allowed citizens of both countries to settle in the region. The Oregon Treaty ultimately awarded the territory to the United States, setting the boundary between British North America (now Canada) and the United States along the 49th parallel.",0.004123736633351873,"['British', 'French Canadian']"
191,"As of my last update in 2023, the main rate of corporation tax in the United Kingdom is 25%. This rate applies to companies with profits over £250,000. For companies with profits under £50,000, a small profits rate of 19% applies. There is a marginal relief that provides a gradual increase in the effective corporation tax rate for profits between £50,000 and £250,000. Please note that tax rates can change, so it's a good idea to check the latest information from official sources or consult a tax professional for the most current rates.",0.007907220582913769,"['20 %', 'a flat rate of 20 %']"
192,"The Rational Dress Society began its work in the late 19th century, specifically around 1881. This organization was formed in response to the restrictive and often unhealthy women's fashion of the Victorian era, advocating for clothing that allowed greater freedom of movement and was less harmful to women's health. The society promoted simpler and more practical clothing styles, which included advocating for fewer layers and less constrictive garments like corsets.",0,['1881']
193,"The song ""You're a Magnet and I'm Steel"" is actually titled ""Magnet and Steel"" and is performed by Walter Egan. It was released in 1978 and became one of his biggest hits, reaching high positions on the U.S. music charts.",0.013137209862130366,['Walter Egan']
194,"""Suite: Judy Blue Eyes"" is a song by the American folk rock band Crosby, Stills & Nash. It was written by Stephen Stills and is featured on the band's 1969 self-titled debut album. The song was written about singer Judy Collins, with whom Stills had a romantic relationship at the time. The title refers to Collins' striking blue eyes, and the lyrics reflect Stills' feelings about their complex relationship.",0.014845711911441567,"['singer / songwriter Judy Collins', 'Judy Collins', ""Stephen Stills ' former girlfriend , singer / songwriter Judy Collins""]"
195,"Season 8 of ""Blue Bloods"" premiered on September 29, 2017.",0.1777835117834348,"['September 29 , 2017']"
196,"As of my last update, there are five seasons of ""Prison Break"" available on Netflix. However, the availability of TV shows on Netflix can vary by region and may change over time due to licensing agreements. It's always a good idea to check the current listings on Netflix directly for the most accurate and up-to-date information.",0.004927759737904597,['five']
197,"As of my last update in January 2023, I don't have the current streak for the UConn women's basketball team. However, they hold the record for the longest winning streak in NCAA basketball history (men's or women's) with 111 consecutive wins from 2014 to 2017. For the most current information on their current winning streak, I recommend checking the latest sports news or the UConn women's basketball official website.",0.0048010824042767925,"['111', '90', '111 straight wins']"
